base	base_kind	offset	widths	access	indexed	depth	readers	writers	writer_names
0x00584ae8	static	0x1b8	4	read	scalar	1	5	0	-
0x00584ae8	static	0x268	4	read	scalar	1	1	0	-
0x00584ae8	static	0x26c	4	read	scalar	1	5	0	-
0x00584ae8	static	0x270	4	read	scalar	1	1	0	-
0x00584ae8	static	0x274	4	read	scalar	1	1	0	-
0x00584ae8	static	0x278	0|4	read	scalar	1	26	0	-
0x00584ae8	static	0x680	4	read	scalar	1	27	0	-
0x00584ae8	static	0x684	0|4	read-write	indexed	1	31	1	coarsescrollpixels
0x00584ae8	static	0x688	4	read	scalar	1	32	0	-
0x00584ae8	static	0x68c	4	read	scalar	1	22	0	-
0x00584ae8	static	0x6e4	0|4	read-write	indexed	1	1	1	coarsescrollpixels
0x00584ae8	static	0x750	0	read	scalar	1	7	0	-
0x00584ae8	static	0x758	4	read	scalar	1	7	0	-
0x00584ae8	static	0x75c	4	read	scalar	1	7	0	-
0x00584ae8	static	0x760	4	read	scalar	1	7	0	-
0x00584ae8	static	0x774	4	read	scalar	1	7	0	-
0x00584ae8	static	0x7bc	0	read	scalar	1	1	0	-
0x00584ae8	static	0x7c4	4	read	scalar	1	1	0	-
0x00584ae8	static	0x7c8	4	read	scalar	1	1	0	-
0x00584ae8	static	0x7cc	4	read	scalar	1	1	0	-
0x00584ae8	static	0x7e0	4	read	scalar	1	1	0	-
0x00584ae8	static	0x904	1|4	read	scalar	1	6	0	-
0x00584ae8	static	0x908	1	read	scalar	1	6	0	-
0x00584ae8	static	0x90c	1|4	read	scalar	1	6	0	-
0x00584ae8	static	0x910	1	read	scalar	1	6	0	-
0x00584ae8	static	0x914	1|4	read	scalar	1	6	0	-
0x00584ae8	static	0x918	1	read	scalar	1	6	0	-
0x00584ae8	static	0x920	0	read	scalar	1	1	0	-
0x00584ae8	static	0x18d0	4	read	scalar	2	1	0	-
0x00584ae8	static	0x18fc	4	read	scalar	1	1	0	-
0x00584ae8	static	0x1904	4	read	scalar	1	1	0	-
0x00584ae8	static	0x1cd4	4	read	scalar	2	1	0	-
0x00584ae8	static	0x1cd8	0|4	read-write	scalar	1	1	1	modalloop
0x00584ae8	static	0x1cdc	4	read-write	scalar	1	1	1	modalloop
0x00584ae8	static	0x1ce0	4	read-write	scalar	2	1	1	modalloop
0x00584ae8	static	0x1ee4	0	read	scalar	2	1	0	-
0x00584ae8	static	0x1ef4	4	read	scalar	2	1	0	-
0x00584ae8	static	0x1ef8	4	read	scalar	2	1	0	-
0x00584ae8	static	0x1efc	4	read-write	scalar	2	1	1	modalloop
0x00584ae8	static	0x1f00	4	read	scalar	2	1	0	-
0x00584ae8	static	0x1f04	4	read	scalar	2	1	0	-
0x00584ae8	static	0x1f08	4	read	scalar	2	1	0	-
0x00584ae8	static	0x2be4	4	read	scalar	1	26	0	-
0x00584ae8	static	0x2bec	1|4	read-write	scalar	1	22	1	scrollmap
0x00584ae8	static	0x2dd4	4	read	scalar	1	2	0	-
0x00584ae8	static	0x2dd8	4	read	scalar	1	2	0	-
0x00584ae8	static	0x2dfc	4	read	scalar	1	1	0	-
0x00584cd4	static	0x0	4	read-write	scalar	1	2	1	startbartersession
0x00584cd4	static	0x4	4	read-write	scalar	1	2	1	startbartersession
0x00584cd4	static	0x8	4	read-write	scalar	1	31	1	startbartersession
0x00584cd4	static	0xc	4	read-write	scalar	1	24	1	startbartersession
0x00584cd4	static	0x10	4	write	scalar	1	0	9	barteraccept,barterattack,barterattackautocalc,barternotinterested,barterpropose,playerbarteraccept,playerbarterattack,playerbarternotinterested,playerbarterpropose
0x00584cd4	static	0x14	4	read-write	scalar	1	4	9	barteraccept,barterattack,barterattackautocalc,barternotinterested,barterpropose,playerbarteraccept,playerbarterattack,playerbarternotinterested,playerbarterpropose
0x00584cd4	static	0x18	4	read-write	scalar	1	16	15	barteraccept,barterattack,barterattackautocalc,bartercancelrenegotiate,barternotinterested,barterpropose,barterrenegotiate,playerbarteraccept,playerbarterattack,playerbartercancelrenegotiate,playerbarternotinterested,playerbarterpropose,playerbarterrenegotiate,playercancelbartersession,startbartersession
0x00584cd4	static	0x1c	1	write	scalar	1	0	1	startbartersession
0x00584cd4	static	0x1d	1	read-write	scalar	1	3	4	barterattack,barterattackautocalc,playerbarterattack,startbartersession
0x00584cd4	static	0x20	4	write	scalar	1	0	1	startbartersession
0x00584cd4	static	0x24	4	write	scalar	1	0	1	startbartersession
0x00584cd4	static	0x28	0|2	read	indexed	1	14	0	-
0x00584cd4	static	0x2c	0|1	read	indexed	1	11	0	-
0x00584cd4	static	0x2d	0|1	read	indexed	1	4	0	-
0x00584cd4	static	0x56	0|1	read-write	scalar	0	2	2	clearslots,startbartersession
0x00585408	static	0x0	0|4	read-write	indexed	0	15	11	interruptsound,loopsoundfx,playsoundfx,playsoundfxwait,playspeechvol,playunitsoundfx,playvoice,smartsound,stopallsoundfx,stopsoundfx,virtualunitselectspeak
0x00585408	static	0x14	0|4	read	indexed	1	9	0	-
0x00585408	static	0xdc	0|4	read	indexed	1	9	0	-
0x00585408	static	0xf0	0|4	read	indexed	1	11	0	-
0x00585408	static	0x180	0|4	read-write	indexed	1	9	1	loadstaticsound
0x00585408	static	0x6f4	0	read	indexed	1	9	0	-
0x00585408	static	0x6f8	0|4	read-write	indexed	1	9	9	interruptsound,loaddynamicsound,loopsoundfx,playsoundfx,playsoundfxwait,playspeechvol,playunitsoundfx,playvoice,virtualunitselectspeak
0x00585408	static	0x780	0|4	read-write	scalar	1	5	4	playambientloop,setambientvolume,setlastaudiosettings,stopambientloop
0x00585408	static	0x784	0|4	read-write	scalar	1	5	5	playambientloop,playambientsfx,setambientvolume,setlastaudiosettings,stopambientloop
0x00585408	static	0x790	4	read	indexed	1	1	0	-
0x00585408	static	0xfb0	4	read	scalar	1	5	0	-
0x00585408	static	0xfb8	4	read	scalar	1	8	0	-
0x00585408	static	0xfbc	4	read	scalar	2	12	0	-
0x00585408	static	0xfc0	0|4	read-write	indexed	0	7	6	fadeoutmusic,playmoodmusic,playmusic,playspeech,setlastaudiosettings,setmusicvolume
0x00585408	static	0xfc4	4	read-write	scalar	1	6	6	fadeoutmusic,playmoodmusic,playmusic,playspeech,setlastaudiosettings,setmusicvolume
0x00585408	static	0xfc8	4	write	scalar	1	0	4	modifymood,playmoodmusic,playmusic,playspeech
0x00585408	static	0xfd0	4	write	scalar	2	0	1	playmoodmusic
0x00585408	static	0xfd4	4	read	scalar	2	1	0	-
0x00585408	static	0xfdc	4	write	indexed	0	0	4	playmoodmusic,playmusic,playspeech,togglescrollmusic
0x00585408	static	0x123c	4	write	scalar	0	0	2	modifymood,playmoodmusic
0x00585408	static	0x1240	4	read-write	scalar	0	2	2	modifymood,playmoodmusic
0x00585408	static	0x1244	0	read	scalar	2	2	0	-
0x00585408	static	0x1344	1	read-write	scalar	2	2	2	modifymood,playmoodmusic
0x00585408	static	0x1345	1	read-write	scalar	0	2	2	modifymood,playmoodmusic
0x00585408	static	0x1358	4	read-write	scalar	0	2	2	modifymood,playmoodmusic
0x00585408	static	0x1368	4	read-write	scalar	1	1	2	setlastaudiosettings,setmusicvolume
0x00585408	static	0x136c	4	read-write	scalar	1	1	2	setlastaudiosettings,setsoundfxvolume
0x00585408	static	0x1370	4	write	scalar	1	0	2	setlastaudiosettings,setspeechvolume
0x00585408	static	0x1374	4	read-write	scalar	1	2	2	setambientvolume,setlastaudiosettings
0x00585408	static	0x1378	4	read	scalar	1	1	0	-
0x00585408	static	0x1380	4	write	scalar	1	0	1	playambientsfx
0x00585408	static	0x1390	4	read	scalar	2	2	0	-
0x00585408	static	0x1394	4	read	scalar	2	2	0	-
0x00585408	static	0x1398	4	read-write	scalar	1	10	1	smartsound
0x00585408	static	0x139c	4	write	scalar	1	0	1	smartsound
0x00585408	static	0x13a0	4	read-write	scalar	1	8	1	smartsound
0x00585408	static	0x13ac	4	read-write	scalar	1	8	1	smartsound
0x00585408	static	0x13b4	4	read	scalar	0	25	0	-
0x005876d0	static	0x0	4	read	scalar	1	14	0	-
0x005876d0	static	0x8	4	write	scalar	1	0	1	ambientlight
0x005876d0	static	0xc	4	write	scalar	1	0	1	ambientlight
0x005876d0	static	0x10	4	write	scalar	1	0	1	ambientlight
0x005876d0	static	0x14	4	write	scalar	1	0	1	ambientlight
0x005876d0	static	0x18	4	write	scalar	1	0	1	diffuselight
0x005876d0	static	0x1c	4	write	scalar	1	0	1	diffuselight
0x005876d0	static	0x20	4	write	scalar	1	0	1	diffuselight
0x005876d0	static	0x24	4	write	scalar	1	0	1	diffuselight
0x005876d0	static	0x48	4	write	scalar	1	0	3	faithselect,faithselectcleanup,rotatex
0x005876d0	static	0x4c	4	write	scalar	1	0	1	rotatey
0x005876d0	static	0x50	4	write	scalar	1	0	4	faithselect,faithselectcleanup,rotatemap,rotatez
0x005876d0	static	0x54	4	read-write	scalar	1	1	1	scale
0x005876d0	static	0x58	4	write	scalar	1	0	1	lightorientation
0x005876d0	static	0x5c	4	write	scalar	1	0	1	lightorientation
0x005876d0	static	0x60	4	write	scalar	1	0	1	lightorientation
0x005876d0	static	0x64	0|4	read-write	scalar	1	2	1	scale
0x005876d0	static	0x78	4	write	scalar	1	0	1	scale
0x005876d0	static	0xa4	4	write	scalar	1	0	4	cameraorientation,faithselect,faithselectcleanup,rotatex
0x005876d0	static	0xb8	4	write	scalar	1	0	4	cameraorientation,faithselect,faithselectcleanup,rotatex
0x005876d0	static	0xbc	4	write	scalar	1	0	4	cameraorientation,faithselect,faithselectcleanup,rotatex
0x005876d0	static	0xc8	4	write	scalar	1	0	4	cameraorientation,faithselect,faithselectcleanup,rotatex
0x005876d0	static	0xcc	4	write	scalar	1	0	4	cameraorientation,faithselect,faithselectcleanup,rotatex
0x005876d0	static	0xe0	4	write	scalar	1	0	4	cameraorientation,faithselect,faithselectcleanup,rotatex
0x005876d0	static	0xe4	4	write	scalar	1	0	2	cameraorientation,rotatey
0x005876d0	static	0xec	4	write	scalar	1	0	2	cameraorientation,rotatey
0x005876d0	static	0xf8	4	write	scalar	1	0	2	cameraorientation,rotatey
0x005876d0	static	0x104	4	write	scalar	1	0	2	cameraorientation,rotatey
0x005876d0	static	0x10c	4	write	scalar	1	0	2	cameraorientation,rotatey
0x005876d0	static	0x120	4	write	scalar	1	0	2	cameraorientation,rotatey
0x005876d0	static	0x124	4	write	scalar	1	0	4	faithselect,faithselectcleanup,rotatemap,rotatez
0x005876d0	static	0x128	4	write	scalar	1	0	4	faithselect,faithselectcleanup,rotatemap,rotatez
0x005876d0	static	0x134	4	write	scalar	1	0	4	faithselect,faithselectcleanup,rotatemap,rotatez
0x005876d0	static	0x138	4	write	scalar	1	0	4	faithselect,faithselectcleanup,rotatemap,rotatez
0x005876d0	static	0x14c	4	write	scalar	1	0	4	faithselect,faithselectcleanup,rotatemap,rotatez
0x005876d0	static	0x160	4	write	scalar	1	0	4	faithselect,faithselectcleanup,rotatemap,rotatez
0x005876d0	static	0x164	0	read	scalar	2	5	0	-
0x005876d0	static	0x1a4	4	read-write	scalar	1	11	9	centermilitaryunit,centeron,faithselect,positionfaithmap,positionmap,resetcombat,rotatemap,scale,scrollmap
0x005876d0	static	0x1a8	4	read-write	scalar	1	11	9	centermilitaryunit,centeron,faithselect,positionfaithmap,positionmap,resetcombat,rotatemap,scale,scrollmap
0x005876d0	static	0x1ac	4	read-write	scalar	1	2	2	create3dmap,rotatemap
0x005876d0	static	0x1b0	4	write	scalar	1	0	9	arrow_scroll,centermilitaryunit,centeron,faithselect,positionfaithmap,positionmap,resetcombat,rotatemap,scale
0x005876d0	static	0x1b4	4	write	scalar	1	0	9	arrow_scroll,centermilitaryunit,centeron,faithselect,positionfaithmap,positionmap,resetcombat,rotatemap,scale
0x005876d0	static	0x1b8	0|4	read	scalar	1	1	0	-
0x005876d0	static	0x1bc	4	read	scalar	1	1	0	-
0x005876d0	static	0x1c0	4	read	scalar	1	1	0	-
0x005876d0	static	0x1c4	4	read	scalar	1	1	0	-
0x005876d0	static	0x1c8	0|4	read	scalar	1	1	0	-
0x005876d0	static	0x1cc	4	read	scalar	1	1	0	-
0x005876d0	static	0x1d0	4	read	scalar	1	1	0	-
0x005876d0	static	0x1d4	4	read	scalar	1	1	0	-
0x005876d0	static	0x1d8	4	read	scalar	1	1	0	-
0x005876d0	static	0x1dc	4	read	scalar	2	1	0	-
0x005876d0	static	0x1e4	4	write	scalar	1	0	1	scrollmap
0x005876d0	static	0x1e8	4	write	scalar	1	0	1	scrollmap
0x005876d0	static	0x1ec	4	read	scalar	1	10	0	-
0x005876d0	static	0x1f0	4	read	scalar	1	9	0	-
0x005876d0	static	0x1fc	4	read-write	scalar	1	1	10	arrow_scroll,centermilitaryunit,centeron,faithselect,positionfaithmap,positionmap,resetcombat,rotatemap,scale,scrollmap
0x005876d0	static	0x200	4	read-write	scalar	1	1	10	arrow_scroll,centermilitaryunit,centeron,faithselect,positionfaithmap,positionmap,resetcombat,rotatemap,scale,scrollmap
0x005876d0	static	0x204	4	write	scalar	1	0	1	scrollmap
0x005876d0	static	0x208	4	write	scalar	1	0	1	scrollmap
0x005876d0	static	0x20c	4	write	scalar	1	0	1	scrollmap
0x005876d0	static	0x214	4	write	scalar	1	0	1	scrollmap
0x005876d0	static	0x218	4	read-write	scalar	1	3	2	wrappingoff,wrappingon
0x005876d0	static	0x21c	4	read	scalar	2	2	0	-
0x005876d0	static	0x220	4	read-write	scalar	2	1	2	wrappingoff,wrappingon
0x005876d0	static	0x22c	4	read-write	indexed	2	1	4	orthographic,perspective,rebuild3dmap,scale
0x005876d0	static	0x230	4	write	scalar	2	0	4	orthographic,perspective,rebuild3dmap,scale
0x005876d0	static	0x234	4	read-write	scalar	2	4	4	orthographic,perspective,rebuild3dmap,scale
0x005876d0	static	0x238	4	read-write	scalar	2	4	4	orthographic,perspective,rebuild3dmap,scale
0x005876d0	static	0x23c	4	read-write	scalar	2	4	4	orthographic,perspective,rebuild3dmap,scale
0x005876d0	static	0x240	4	write	scalar	2	0	4	orthographic,perspective,rebuild3dmap,scale
0x005876d0	static	0x244	4	write	scalar	2	0	4	orthographic,perspective,rebuild3dmap,scale
0x005876d0	static	0x248	4	write	scalar	2	0	4	orthographic,perspective,rebuild3dmap,scale
0x005876d0	static	0x250	0|4	read-write	indexed	2	1	4	orthographic,perspective,rebuild3dmap,scale
0x005876d0	static	0x254	4	write	scalar	2	0	4	orthographic,perspective,rebuild3dmap,scale
0x005876d0	static	0x258	4	read-write	scalar	2	4	4	orthographic,perspective,rebuild3dmap,scale
0x005876d0	static	0x25c	4	read-write	scalar	2	4	4	orthographic,perspective,rebuild3dmap,scale
0x005876d0	static	0x260	4	read-write	scalar	2	4	4	orthographic,perspective,rebuild3dmap,scale
0x005876d0	static	0x264	4	write	scalar	2	0	4	orthographic,perspective,rebuild3dmap,scale
0x005876d0	static	0x268	4	write	scalar	2	0	4	orthographic,perspective,rebuild3dmap,scale
0x005876d0	static	0x26c	4	write	scalar	2	0	4	orthographic,perspective,rebuild3dmap,scale
0x005876d0	static	0x284	0|4	read	scalar	1	1	0	-
0x005876d0	static	0x28c	4	read	scalar	2	1	0	-
0x005876d0	static	0x290	4	read	scalar	2	1	0	-
0x005876d0	static	0x294	4	write	scalar	2	0	1	changetexture
0x005876d0	static	0x2a0	4	read-write	scalar	2	1	1	changetexture
0x005876d0	static	0x2a4	0	read	scalar	0	2	0	-
0x005aef04	static	0x0	4	read-write	scalar	0	16	1	clearregions
0x005aef04	static	0x4	4	read-write	scalar	0	3	1	clearregions
0x005aef04	static	0x8	4	read-write	scalar	1	3	1	clearregions
0x005aef04	static	0xc	4	read-write	scalar	0	14	1	clearregions
0x005aef04	static	0x10	0	read	scalar	1	13	0	-
0x005aef04	static	0x1ac	4	read-write	scalar	0	15	3	autoregions,clearregions,findregions
0x005aef04	static	0x1b0	4	read-write	scalar	0	14	2	autoregions,findregions
0x005aef04	static	0x1b4	4	read-write	scalar	1	8	8	connectedbyland,connectedbywater,findgeography,findregions,numturnstoreachcity,numturnstoreachsprite,placecitywall_gate,testvisit
0x005aef04	static	0x1b8	4	read-write	scalar	0	4	12	clearregions,connectedbyland,connectedbywater,findgeography,findregions,longmovemerge,longmovemergeat,numturnstoreacharmy,numturnstoreachcity,numturnstoreachsprite,placecitywall_gate,testvisit
0x005aef04	static	0x1bc	0	read	scalar	0	13	0	-
0x005aef04	static	0x1d8	4	read	scalar	0	1	0	-
0x005aef04	static	0x214	4	read	scalar	0	1	0	-
0x005aef04	static	0x230	4	read	scalar	0	1	0	-
0x005aef04	static	0x234	4	read	scalar	1	1	0	-
0x005aef04	static	0x238	4	read	scalar	1	1	0	-
0x005aef04	static	0x23c	4	read	scalar	0	1	0	-
0x005d1e84	indirect	0x0	4	read	scalar	0	13	0	-
0x005d1e84	indirect	0xd4	4	read	scalar	1	1	0	-
0x005d1e84	indirect	0x100	4	read	scalar	0	11	0	-
0x005d1e84	indirect	0x104	0	read	scalar	1	2	0	-
0x005d1e84	indirect	0x11b	1	write	scalar	1	0	1	setcomputername
0x005d1e84	indirect	0x120	4	read	scalar	1	7	0	-
0x005d1e84	indirect	0x134	0	read	indexed	1	1	0	-
0x005d1e84	indirect	0x2c8	4	read	scalar	1	1	0	-
0x005d1e84	indirect	0x36c	4	read	scalar	0	2	0	-
0x005d1e84	indirect	0x390	4	read	scalar	0	3	0	-
0x005a7b78	indirect	0x50	4	read	scalar	0	11	0	-
0x005a7b78	indirect	0x54	4	read-write	scalar	0	16	11	changeplayerintelinfo,enternetpikfaithscreen,getunithitpoints,getunitlevelrange,getunitmovementpoints,getunittypeeffectivedata_level,getunittypeeffectivedata_levelrange,getunittypelevelrange,knockoutprisoners,needhealing?,setplayerintelinfo
0x005a7b78	indirect	0x58	4	read	scalar	1	2	0	-
0x005a7b78	indirect	0x60	4	read	scalar	1	7	0	-
0x005a7b78	indirect	0x6c	4	read	scalar	1	9	0	-
0x005a7b78	indirect	0x70	4	read	scalar	1	7	0	-
0x005a7b78	indirect	0x90	4	read-write	scalar	0	18	18	changeplayerintelinfo,enternetpikfaithscreen,getunithitpoints,getunitlevelrange,getunitmovementpoints,getunittypeeffectivedata,getunittypeeffectivedata_level,getunittypeeffectivedata_levelrange,getunittypelevelrange,instantkillprisoner,knockoutprisoners,needhealing?,removeunits,reseteoturn,restorehealth,select_new_play,setplayerintelinfo,setqueststatus
0x005a7b78	indirect	0x94	4	read	scalar	2	15	0	-
0x005a7b78	indirect	0x98	4	read	scalar	2	15	0	-
0x005a7b78	indirect	0x9c	4	read	scalar	1	13	0	-
0x005a7b78	indirect	0xa0	4	read	scalar	1	13	0	-
0x005a7b78	indirect	0xa4	4	read-write	scalar	0	9	18	changeplayerintelinfo,enternetpikfaithscreen,getunithitpoints,getunitlevelrange,getunitmovementpoints,getunittypeeffectivedata,getunittypeeffectivedata_level,getunittypeeffectivedata_levelrange,getunittypelevelrange,instantkillprisoner,knockoutprisoners,needhealing?,removeunits,reseteoturn,restorehealth,select_new_play,setplayerintelinfo,setqueststatus
0x005a7b78	indirect	0xa8	0|4	read-write	indexed	1	15	11	changeplayerintelinfo,enternetpikfaithscreen,getunittypeeffectivedata,instantkillprisoner,knockoutprisoners,removeunits,reseteoturn,restorehealth,select_new_play,setplayerintelinfo,setqueststatus
0x005a7b78	indirect	0xac	4	read-write	indexed	1	15	11	changeplayerintelinfo,enternetpikfaithscreen,getunittypeeffectivedata,instantkillprisoner,knockoutprisoners,removeunits,reseteoturn,restorehealth,select_new_play,setplayerintelinfo,setqueststatus
0x005a7b78	indirect	0x3c4	4	write	indexed	1	0	9	enternetpikfaithscreen,getunittypeeffectivedata,instantkillprisoner,knockoutprisoners,removeunits,reseteoturn,restorehealth,select_new_play,setqueststatus
0x005a7b78	indirect	0x3c8	0|4	read	indexed	2	15	0	-
0x005a7b78	indirect	0x558	4	read-write	scalar	1	17	11	changeplayerintelinfo,enternetpikfaithscreen,getunittypeeffectivedata,instantkillprisoner,knockoutprisoners,removeunits,reseteoturn,restorehealth,select_new_play,setplayerintelinfo,setqueststatus
0x005a7b78	indirect	0x880	0|1	read-write	scalar	2	15	15	changeplayerintelinfo,enternetpikfaithscreen,getunithitpoints,getunitlevelrange,getunitmovementpoints,getunittypeeffectivedata,getunittypeeffectivedata_level,getunittypelevelrange,instantkillprisoner,knockoutprisoners,needhealing?,removeunits,restorehealth,select_new_play,setplayerintelinfo
0x005a7b78	indirect	0x984	0	read	scalar	2	15	0	-
0x005a7b78	indirect	0xa4b	1	write	scalar	2	0	15	changeplayerintelinfo,enternetpikfaithscreen,getunithitpoints,getunitlevelrange,getunitmovementpoints,getunittypeeffectivedata,getunittypeeffectivedata_level,getunittypelevelrange,instantkillprisoner,knockoutprisoners,needhealing?,removeunits,restorehealth,select_new_play,setplayerintelinfo
0x005a7b78	indirect	0xa4c	4	write	scalar	2	0	15	changeplayerintelinfo,enternetpikfaithscreen,getunithitpoints,getunitlevelrange,getunitmovementpoints,getunittypeeffectivedata,getunittypeeffectivedata_level,getunittypelevelrange,instantkillprisoner,knockoutprisoners,needhealing?,removeunits,restorehealth,select_new_play,setplayerintelinfo
0x005a7b78	indirect	0xa50	4	write	scalar	2	0	15	changeplayerintelinfo,enternetpikfaithscreen,getunithitpoints,getunitlevelrange,getunitmovementpoints,getunittypeeffectivedata,getunittypeeffectivedata_level,getunittypelevelrange,instantkillprisoner,knockoutprisoners,needhealing?,removeunits,restorehealth,select_new_play,setplayerintelinfo
0x005a7b78	indirect	0xa54	4	write	scalar	2	0	15	changeplayerintelinfo,enternetpikfaithscreen,getunithitpoints,getunitlevelrange,getunitmovementpoints,getunittypeeffectivedata,getunittypeeffectivedata_level,getunittypelevelrange,instantkillprisoner,knockoutprisoners,needhealing?,removeunits,restorehealth,select_new_play,setplayerintelinfo
0x005a7b78	indirect	0xa58	4	write	scalar	2	0	15	changeplayerintelinfo,enternetpikfaithscreen,getunithitpoints,getunitlevelrange,getunitmovementpoints,getunittypeeffectivedata,getunittypeeffectivedata_level,getunittypelevelrange,instantkillprisoner,knockoutprisoners,needhealing?,removeunits,restorehealth,select_new_play,setplayerintelinfo
0x005a7b78	indirect	0xa5c	4	write	scalar	2	0	15	changeplayerintelinfo,enternetpikfaithscreen,getunithitpoints,getunitlevelrange,getunitmovementpoints,getunittypeeffectivedata,getunittypeeffectivedata_level,getunittypelevelrange,instantkillprisoner,knockoutprisoners,needhealing?,removeunits,restorehealth,select_new_play,setplayerintelinfo
0x005a7b78	indirect	0xa60	4	read-write	scalar	2	15	15	changeplayerintelinfo,enternetpikfaithscreen,getunithitpoints,getunitlevelrange,getunitmovementpoints,getunittypeeffectivedata,getunittypeeffectivedata_level,getunittypelevelrange,instantkillprisoner,knockoutprisoners,needhealing?,removeunits,restorehealth,select_new_play,setplayerintelinfo
0x005a7b78	indirect	0xa64	4	read-write	scalar	2	15	15	changeplayerintelinfo,enternetpikfaithscreen,getunithitpoints,getunitlevelrange,getunitmovementpoints,getunittypeeffectivedata,getunittypeeffectivedata_level,getunittypelevelrange,instantkillprisoner,knockoutprisoners,needhealing?,removeunits,restorehealth,select_new_play,setplayerintelinfo
0x005a7b78	indirect	0xa78	4	read-write	scalar	1	13	13	changeplayerintelinfo,enternetpikfaithscreen,getunithitpoints,getunitlevelrange,getunitmovementpoints,getunittypeeffectivedata_level,getunittypeeffectivedata_levelrange,getunittypelevelrange,knockoutprisoners,needhealing?,reseteoturn,setplayerintelinfo,setqueststatus
0x005a7b78	indirect	0xa7c	4	read	scalar	0	2	0	-
0x005a7b78	indirect	0xa80	4	read	scalar	0	2	0	-
0x005a7b78	indirect	0xa84	4	read	scalar	0	2	0	-
0x005a7b78	indirect	0xa88	4	read	scalar	0	2	0	-
0x005a7b78	indirect	0xa8c	4	read	scalar	0	2	0	-
0x005a7b78	indirect	0xa90	4	read	scalar	0	2	0	-
0x005a7b78	indirect	0xa94	4	read	scalar	0	2	0	-
0x005a7b78	indirect	0xa98	4	read	scalar	0	2	0	-
0x005a7b78	indirect	0xa9c	4	read	scalar	0	2	0	-
0x005cd2f4	indirect	0x0	0	read	indexed	0	20	0	-
0x005cd2f4	indirect	0x140	4	read	indexed	0	1	0	-
0x005cd2f4	indirect	0x144	4	read	indexed	0	1	0	-
0x005cd2f4	indirect	0x148	4	read	indexed	0	1	0	-
0x005a9e04	static	0xc	0|4	read-write	scalar	1	7	1	repositionmouse
0x005a9e04	static	0x14	4	write	scalar	2	0	1	repositionmouse
0x005a9e04	static	0x18	4	write	scalar	2	0	1	repositionmouse
0x005a9e04	static	0x20	4	read	scalar	2	6	0	-
0x005a9e04	static	0x24	4	read	scalar	2	6	0	-
0x005a9e04	static	0x28	4	read	scalar	2	6	0	-
0x005a9e04	static	0x2c	4	read	scalar	2	6	0	-
0x005a9e04	static	0x30	4	write	scalar	1	0	1	resettooltip
0x005a9e04	static	0x34	4	write	scalar	1	0	1	resettooltip
0x005a9e04	static	0x38	4	write	scalar	1	0	6	center_toolip_quick,disablemap,resettooltip,stoptooltip,tooltip,tooltip_quick
0x005a9e04	static	0x3c	4	read	scalar	1	3	0	-
0x005a9e04	static	0x50	0	read	scalar	2	3	0	-
0x005a9e04	static	0x54	4	read	scalar	2	3	0	-
0x005a9e04	static	0x58	4	read	scalar	2	3	0	-
0x005a9e04	static	0x70	0|4	read	scalar	1	7	0	-
0x005a9e04	static	0x78	4	read	scalar	2	1	0	-
0x005a9e04	static	0x7c	4	read	scalar	2	1	0	-
