operator	base	base_kind	offset	width	access	indexed	depth
createvirtualarmy	0x0055b1b0	indirect	0x5d4	4	write	scalar	2
createvirtualarmy	0x005869f4	indirect	0x28	4	read	scalar	0
crop	0x005a7b50	static	0x0	4	read	scalar	1
crop	0x005a7b50	static	0x4	4	read	scalar	1
defenderlost?	0x005aa12c	static	0x6a8	4	read	scalar	1
defenderlost?	0x005aa12c	static	0x6ac	4	read	scalar	2
defenderlost?	0x005aa12c	static	0xc84	4	read	scalar	1
defenderlost?	0x005aa12c	static	0xc88	4	read	scalar	2
defendingcitycornerwalldirection	0x005ae8e8	static	0x34	1	read	scalar	1
defendingcitycornerwalldirection	0x005ae8e8	static	0x35	1	read	scalar	1
defendingcitycornerwalldirection	0x005ae8e8	static	0x36	1	read	scalar	1
defendingcityfrontwalldirection	0x005ae8e8	static	0x34	1	read	scalar	1
defendingcityfrontwalldirection	0x005ae8e8	static	0x35	1	read	scalar	1
defendingcityfrontwalldirection	0x005ae8e8	static	0x36	1	read	scalar	1
defendingcitysidewalldirection	0x005ae8e8	static	0x34	1	read	scalar	1
defendingcitysidewalldirection	0x005ae8e8	static	0x35	1	read	scalar	1
defendingcitysidewalldirection	0x005ae8e8	static	0x36	1	read	scalar	1
defensivemultitargetloc	0x005aee6c	static	0x0	4	read	scalar	1
defensivemultitargetloc	0x005aee6c	static	0x8	4	read	scalar	1
deletearmynow	0x005aa12c	static	0x482c	0	read	scalar	1
deletearmynow	0x005aa12c	static	0x4848	0	read	scalar	1
deletearmynow	0x005aa12c	static	0x4850	4	read	scalar	2
deletearmynow	0x005aa12c	static	0x4858	4	read	scalar	2
deletearmynow	0x005aa12c	static	0x4860	4	read	scalar	2
deletearmynow	0x005aa12c	static	0x4860	4	write	scalar	2
deletearmynow	0x005aa12c	static	0x4890	4	read	scalar	2
deletearmynow	0x005aa12c	static	0x4894	4	read	scalar	2
deselectfaith	0x005d1e84	indirect	0x100	4	read	scalar	1
deselectfaith	0x005d1e84	indirect	0x120	4	read	scalar	1
destroyterrainsprite	0x005aa12c	static	0x482c	0	read	scalar	1
destroyterrainsprite	0x005aa12c	static	0x4848	0	read	scalar	1
destroyterrainsprite	0x005aa12c	static	0x4850	4	read	scalar	2
destroyterrainsprite	0x005aa12c	static	0x4858	4	read	scalar	2
destroyterrainsprite	0x005aa12c	static	0x4860	4	read	scalar	2
destroyterrainsprite	0x005aa12c	static	0x4860	4	write	scalar	2
destroyterrainsprite	0x005aa12c	static	0x4890	4	read	scalar	2
destroyterrainsprite	0x005aa12c	static	0x4894	4	read	scalar	2
diffuselight	0x00584ae8	static	0x278	0	read	scalar	2
diffuselight	0x00584ae8	static	0x680	4	read	scalar	1
diffuselight	0x00584ae8	static	0x684	4	read	scalar	1
diffuselight	0x00584ae8	static	0x688	4	read	scalar	1
diffuselight	0x00584ae8	static	0x68c	4	read	scalar	1
diffuselight	0x00584ae8	static	0x2be4	4	read	scalar	2
diffuselight	0x00584ae8	static	0x2bec	4	read	scalar	1
diffuselight	0x005876d0	static	0x0	4	read	scalar	1
diffuselight	0x005876d0	static	0x18	4	write	scalar	1
diffuselight	0x005876d0	static	0x1c	4	write	scalar	1
diffuselight	0x005876d0	static	0x20	4	write	scalar	1
diffuselight	0x005876d0	static	0x24	4	write	scalar	1
disablemap	0x005a9e04	static	0xc	0	read	scalar	1
disablemap	0x005a9e04	static	0x20	4	read	scalar	2
disablemap	0x005a9e04	static	0x24	4	read	scalar	2
disablemap	0x005a9e04	static	0x28	4	read	scalar	2
disablemap	0x005a9e04	static	0x2c	4	read	scalar	2
disablemap	0x005a9e04	static	0x38	4	write	scalar	1
disablemap	0x005a9e04	static	0x70	0	read	scalar	1
disablemap	0x005a9e04	static	0x90	4	read	scalar	2
disablemap	0x005a9e04	static	0x98	4	read	scalar	2
disablemap	0x005a9e04	static	0x9c	4	read	scalar	2
disablemap	0x005a9e04	static	0xa0	4	read	scalar	2
disablemap	0x005a9e04	static	0xa4	4	read	scalar	2
disablespell	0x005aee6c	static	0x0	4	read	scalar	1
disablespell	0x005aee6c	static	0x8	4	read	scalar	1
disconnect	0x005cd358	static	0x4b2c	4	read	scalar	1
disconnect	0x005cd358	static	0x4b2c	4	write	scalar	1
discoveralarm	0x005aeec0	static	0x0	4	read	scalar	1
discoveralarm	0x005aeec0	static	0x0	4	write	scalar	1
discoveralarm	0x005aeec0	static	0x4	4	read	scalar	2
discoveralarm	0x005aeec0	static	0x4	4	write	scalar	2
discoveralarm	0x005aeec0	static	0x8	4	read	scalar	1
discoveralarm	0x005aeec0	static	0x8	4	write	scalar	1
distractarmyorder	0x00579458	static	0x40	4	read	scalar	1
distractarmyorder	0x00579458	static	0x44	4	read	scalar	1
distractorder	0x00579458	static	0x40	4	read	scalar	1
distractorder	0x00579458	static	0x44	4	read	scalar	1
distractorder	0x005aa12c	static	0x4898	4	read	scalar	1
distractorder	0x005ae958	static	0x6c	4	read	scalar	1
distractorder	0x005ae958	static	0x70	4	read	scalar	1
doodad	0x005a7b50	static	0x0	4	read	scalar	2
doodad	0x005a7b50	static	0x4	4	read	scalar	2
drawbox	0x005a7b50	static	0x0	4	read	scalar	2
drawbox	0x005a7b50	static	0x4	4	read	scalar	2
drawimpframe	0x00584ae8	static	0x278	0	read	scalar	1
drawimpframe	0x00584ae8	static	0x278	4	read	scalar	2
drawimpframe	0x00584ae8	static	0x680	4	read	scalar	1
drawimpframe	0x00584ae8	static	0x684	4	read	scalar	1
drawimpframe	0x00584ae8	static	0x688	4	read	scalar	1
drawimpframe	0x00584ae8	static	0x2be4	4	read	scalar	1
drawimpframe	0x005a7b50	static	0x0	4	read	scalar	2
drawimpframe	0x005a7b50	static	0x4	4	read	scalar	2
drawline	0x005a7b50	static	0x0	4	read	scalar	2
drawline	0x005a7b50	static	0x4	4	read	scalar	2
drawobject	0x005a7b50	static	0x0	4	read	scalar	1
drawobject	0x005a7b50	static	0x4	4	read	scalar	1
editbox	0x005a7b50	static	0x0	4	read	scalar	2
editbox	0x005a7b50	static	0x4	4	read	scalar	2
emptybarterslot	0x00584cd4	static	0x8	4	read	scalar	2
emptybarterslot	0x00584cd4	static	0x28	0	read	indexed	2
enableallspells	0x005aee6c	static	0x0	4	read	scalar	1
enableallspells	0x005aee6c	static	0x8	4	read	scalar	1
enableallspells	0x005aee70	indirect	0x0	4	write	scalar	0
enablespell	0x005aee6c	static	0x0	4	read	scalar	1
enablespell	0x005aee6c	static	0x8	4	read	scalar	1
endturn	0x005aa12c	static	0x5068	0	read	indexed	1
enternetpikfaithscreen	0x005a7b78	indirect	0x50	4	read	scalar	0
enternetpikfaithscreen	0x005a7b78	indirect	0x54	4	read	scalar	0
enternetpikfaithscreen	0x005a7b78	indirect	0x54	4	write	scalar	0
enternetpikfaithscreen	0x005a7b78	indirect	0x6c	4	read	scalar	1
enternetpikfaithscreen	0x005a7b78	indirect	0x90	4	read	scalar	1
enternetpikfaithscreen	0x005a7b78	indirect	0x90	4	write	scalar	0
enternetpikfaithscreen	0x005a7b78	indirect	0x94	4	read	scalar	2
enternetpikfaithscreen	0x005a7b78	indirect	0x98	4	read	scalar	2
enternetpikfaithscreen	0x005a7b78	indirect	0x9c	4	read	scalar	1
enternetpikfaithscreen	0x005a7b78	indirect	0xa0	4	read	scalar	1
enternetpikfaithscreen	0x005a7b78	indirect	0xa4	4	read	scalar	1
enternetpikfaithscreen	0x005a7b78	indirect	0xa4	4	write	scalar	0
enternetpikfaithscreen	0x005a7b78	indirect	0xa8	0	read	indexed	2
enternetpikfaithscreen	0x005a7b78	indirect	0xa8	4	read	indexed	2
enternetpikfaithscreen	0x005a7b78	indirect	0xa8	4	write	indexed	1
enternetpikfaithscreen	0x005a7b78	indirect	0xac	4	read	indexed	2
enternetpikfaithscreen	0x005a7b78	indirect	0xac	4	write	indexed	1
enternetpikfaithscreen	0x005a7b78	indirect	0x3c4	4	write	indexed	1
enternetpikfaithscreen	0x005a7b78	indirect	0x3c8	0	read	indexed	2
enternetpikfaithscreen	0x005a7b78	indirect	0x3c8	4	read	indexed	2
enternetpikfaithscreen	0x005a7b78	indirect	0x558	4	read	scalar	1
enternetpikfaithscreen	0x005a7b78	indirect	0x558	4	write	scalar	1
enternetpikfaithscreen	0x005a7b78	indirect	0x880	0	read	scalar	2
enternetpikfaithscreen	0x005a7b78	indirect	0x880	1	write	scalar	2
enternetpikfaithscreen	0x005a7b78	indirect	0x984	0	read	scalar	2
enternetpikfaithscreen	0x005a7b78	indirect	0xa4b	1	write	scalar	2
enternetpikfaithscreen	0x005a7b78	indirect	0xa4c	4	write	scalar	2
enternetpikfaithscreen	0x005a7b78	indirect	0xa50	4	write	scalar	2
enternetpikfaithscreen	0x005a7b78	indirect	0xa54	4	write	scalar	2
enternetpikfaithscreen	0x005a7b78	indirect	0xa58	4	write	scalar	2
enternetpikfaithscreen	0x005a7b78	indirect	0xa5c	4	write	scalar	2
enternetpikfaithscreen	0x005a7b78	indirect	0xa60	4	read	scalar	2
enternetpikfaithscreen	0x005a7b78	indirect	0xa60	4	write	scalar	2
enternetpikfaithscreen	0x005a7b78	indirect	0xa64	4	read	scalar	2
enternetpikfaithscreen	0x005a7b78	indirect	0xa64	4	write	scalar	2
enternetpikfaithscreen	0x005a7b78	indirect	0xa78	4	read	scalar	1
enternetpikfaithscreen	0x005a7b78	indirect	0xa78	4	write	scalar	1
enternetpikfaithscreen	0x005cd358	static	0x4b2c	4	read	scalar	0
enternetpikfaithscreen	0x005cd358	static	0x4b74	0	read	scalar	0
enumactiveplayers	0x005aa12c	static	0x6640	0	read	scalar	1
enumactiveplayers	0x005aa12c	static	0x6640	1	read	scalar	1
enumadjacentlocations	0x005aef04	static	0x10	0	read	scalar	1
enumadjacentlocations	0x005aef04	static	0x1ac	4	read	scalar	1
enumadjacentlocations	0x005aef04	static	0x1b0	4	read	scalar	1
enumadjacentregions	0x005aef04	static	0x10	0	read	scalar	1
enumadjacentregions	0x005aef04	static	0x1ac	4	read	scalar	1
enumadjacentregions	0x005aef04	static	0x1b0	4	read	scalar	1
enumaiterrainsprites	0x005ae974	static	0x8	4	read	scalar	1
enumaiterrainsprites	0x005ae974	static	0x18	4	read	scalar	1
enumaiterrainsprites	0x005ae974	static	0x24	4	read	scalar	1
enumallarmies	0x005ae974	static	0x8	4	read	scalar	1
enumallarmies	0x005ae974	static	0x18	4	read	scalar	1
enumallarmies	0x005ae974	static	0x24	4	read	scalar	1
enumallplayeractivearmies	0x005ae974	static	0x8	4	read	scalar	1
enumallplayeractivearmies	0x005ae974	static	0x18	4	read	scalar	1
enumallplayeractivearmies	0x005ae974	static	0x24	4	read	scalar	1
enumallplayerarmies	0x005ae974	static	0x8	4	read	scalar	1
enumallplayerarmies	0x005ae974	static	0x18	4	read	scalar	1
enumallplayerarmies	0x005ae974	static	0x24	4	read	scalar	1
enumallseenarmies	0x005ae974	static	0x8	4	read	scalar	1
enumallseenarmies	0x005ae974	static	0x18	4	read	scalar	1
enumallseenarmies	0x005ae974	static	0x24	4	read	scalar	1
enumallseenplayerarmies	0x005ae974	static	0x8	4	read	scalar	1
enumallseenplayerarmies	0x005ae974	static	0x18	4	read	scalar	1
enumallseenplayerarmies	0x005ae974	static	0x24	4	read	scalar	1
enumarmies	0x005ae974	static	0x8	4	read	scalar	1
enumarmies	0x005ae974	static	0x18	4	read	scalar	1
enumarmies	0x005ae974	static	0x24	4	read	scalar	1
enumarmiesinbarter	0x00584cd4	static	0x8	4	read	scalar	1
enumarmiesinbarter	0x00584cd4	static	0xc	4	read	scalar	1
enumarmiesinbarter	0x00584cd4	static	0x28	0	read	indexed	1
enumarmiesinbarter	0x00584cd4	static	0x28	2	read	indexed	1
enumarmiesinbarter	0x00584cd4	static	0x2c	1	read	indexed	1
enumarmiesinradius	0x005ae958	static	0x34	4	read	scalar	1
enumarmiesinradius	0x005ae958	static	0x40	4	read	scalar	1
enumarmiesinradius	0x005ae958	static	0x6c	4	read	scalar	2
enumarmiesinradius	0x005ae958	static	0x70	4	read	scalar	2
enumarmiesnotuseinplay	0x005ae958	static	0x34	4	read	scalar	1
enumarmiesnotuseinplay	0x005ae958	static	0x40	4	read	scalar	1
enumartifactsinbarter	0x00584cd4	static	0x8	4	read	scalar	1
enumartifactsinbarter	0x00584cd4	static	0xc	4	read	scalar	1
enumartifactsinbarter	0x00584cd4	static	0x28	0	read	indexed	1
enumartifactsinbarter	0x00584cd4	static	0x28	2	read	indexed	1
enumartifactsinbarter	0x00584cd4	static	0x2c	1	read	indexed	1
enumartifacttypes	0x005cd340	static	0x0	4	read	scalar	1
enumbuildbuilding	0x005cd31c	static	0x4	4	read	scalar	1
enumbuildbuilding	0x005cd31c	static	0x8	4	read	scalar	1
enumbuildings	0x005ae974	static	0x8	4	read	scalar	1
enumbuildings	0x005ae974	static	0x18	4	read	scalar	1
enumbuildings	0x005ae974	static	0x24	4	read	scalar	1
enumbuildingsinbarter	0x00584cd4	static	0x8	4	read	scalar	1
enumbuildingsinbarter	0x00584cd4	static	0xc	4	read	scalar	1
enumbuildingsinbarter	0x00584cd4	static	0x28	0	read	indexed	1
enumbuildingsinbarter	0x00584cd4	static	0x28	2	read	indexed	1
enumbuildingsinbarter	0x00584cd4	static	0x2c	1	read	indexed	1
enumchildbuildings	0x005aa12c	static	0x4820	4	read	scalar	1
enumchildbuildings	0x005aa12c	static	0x4828	4	read	scalar	1
enumchildren	0x005ae94c	indirect	0x28	4	read	scalar	0
enumcities	0x005ae974	static	0x8	4	read	scalar	1
enumcities	0x005ae974	static	0x18	4	read	scalar	1
enumcities	0x005ae974	static	0x24	4	read	scalar	1
enumcitiesinbarter	0x00584cd4	static	0x8	4	read	scalar	1
enumcitiesinbarter	0x00584cd4	static	0xc	4	read	scalar	1
enumcitiesinbarter	0x00584cd4	static	0x28	0	read	indexed	1
enumcitiesinbarter	0x00584cd4	static	0x28	2	read	indexed	1
enumcitiesinbarter	0x00584cd4	static	0x2c	1	read	indexed	1
enumconetargetarmies	0x005ae958	static	0x64	4	read	scalar	1
enumconetargetarmies	0x005ae958	static	0x6c	4	read	scalar	1
enumconetargetarmies	0x005ae958	static	0x70	4	read	scalar	1
enumconetargetlocations	0x005ae958	static	0x6c	4	read	scalar	1
enumconetargetlocations	0x005ae958	static	0x70	4	read	scalar	1
enumfiles	0x005d3820	static	0x0	4	write	scalar	1
enumimphotspots	0x005a7b50	static	0x0	4	read	scalar	2
enumimphotspots	0x005a7b50	static	0x4	4	read	scalar	2
enumitemsinbarter	0x00584cd4	static	0x8	4	read	scalar	1
enumitemsinbarter	0x00584cd4	static	0xc	4	read	scalar	1
enumitemsinbarter	0x00584cd4	static	0x2c	0	read	indexed	1
enumitemsinbarter	0x00584cd4	static	0x2c	1	read	indexed	1
enumitemsinbarter	0x00584cd4	static	0x2d	1	read	indexed	1
enummatchingchampionbrains	0x005aeed0	static	0x0	4	read	scalar	1
enummemorystatistics	0x0055e92c	static	0x0	4	read	scalar	0
enummemorystatistics	0x005a7b78	indirect	0xa7c	4	read	scalar	0
enummemorystatistics	0x005a7b78	indirect	0xa80	4	read	scalar	0
enummemorystatistics	0x005a7b78	indirect	0xa84	4	read	scalar	0
enummemorystatistics	0x005a7b78	indirect	0xa88	4	read	scalar	0
enummemorystatistics	0x005a7b78	indirect	0xa8c	4	read	scalar	0
enummemorystatistics	0x005a7b78	indirect	0xa90	4	read	scalar	0
enummemorystatistics	0x005a7b78	indirect	0xa94	4	read	scalar	0
enummemorystatistics	0x005a7b78	indirect	0xa98	4	read	scalar	0
enummemorystatistics	0x005a7b78	indirect	0xa9c	4	read	scalar	0
enumnetworkcomputers	0x005d1e84	indirect	0x0	4	read	scalar	0
enumnetworkcomputers	0x005d1e84	indirect	0x100	4	read	scalar	0
enumnetworkgames	0x005d1e84	indirect	0x0	4	read	scalar	0
enumnetworkgames	0x005d1e84	indirect	0x36c	4	read	scalar	0
enumplayerarmies	0x005ae958	static	0x34	4	read	scalar	1
enumplayerarmies	0x005ae958	static	0x40	4	read	scalar	1
enumplayerarmiesnotuseinplay	0x005ae958	static	0x34	4	read	scalar	1
enumplayerarmiesnotuseinplay	0x005ae958	static	0x40	4	read	scalar	1
enumplayerbuildings	0x005ae974	static	0x8	4	read	scalar	1
enumplayerbuildings	0x005ae974	static	0x18	4	read	scalar	1
enumplayerbuildings	0x005ae974	static	0x24	4	read	scalar	1
enumplayercities	0x005ae974	static	0x8	4	read	scalar	1
enumplayercities	0x005ae974	static	0x18	4	read	scalar	1
enumplayercities	0x005ae974	static	0x24	4	read	scalar	1
enumpossiblebuildings	0x005aa12c	static	0x4820	4	read	scalar	1
enumpossiblebuildings	0x005aa12c	static	0x4828	4	read	scalar	1
enumpossibleresearchtopics	0x005aee6c	static	0x0	4	read	scalar	1
enumpossibleresearchtopics	0x005aee6c	static	0x8	4	read	scalar	1
enumpossibleresearchtopics	0x005aee6c	indirect	0x0	1	read	scalar	0
enumpossibleresearchtopics	0x005aee6c	indirect	0x8	4	read	scalar	0
enumpossibleresearchtopics	0x005aee6c	indirect	0x10	4	read	scalar	0
enumproviders	0x005d1e84	indirect	0x0	4	read	scalar	0
enumquests	0x005aeedc	static	0x4	4	read	scalar	1
enumquests	0x005aeedc	static	0x8	4	read	scalar	2
enumrallyarmies	0x005ae974	static	0x8	4	read	scalar	1
enumrallyarmies	0x005ae974	static	0x10	4	read	scalar	1
enumrallyarmies	0x005ae98c	indirect	0x4	4	read	scalar	0
enumrallyarmies	0x005ae98c	indirect	0x28	4	read	scalar	0
enumrallyarmies	0x005ae98c	indirect	0x30	4	read	scalar	1
enumrealplayers	0x005aa12c	static	0x6618	0	read	scalar	1
enumrealplayers	0x005aa12c	static	0x6618	4	read	scalar	1
enumrealplayers	0x005aa12c	static	0x6640	1	read	scalar	1
enumregionarmies	0x005aef04	static	0x10	0	read	scalar	1
enumregionarmies	0x005aef04	static	0x1ac	4	read	scalar	1
enumregionarmies	0x005aef04	static	0x1b0	4	read	scalar	1
enumregioncities	0x005aef04	static	0x10	0	read	scalar	1
enumregioncities	0x005aef04	static	0x1ac	4	read	scalar	1
enumregioncities	0x005aef04	static	0x1b0	4	read	scalar	1
enumseenarmies	0x005ae974	static	0x8	4	read	scalar	1
enumseenarmies	0x005ae974	static	0x18	4	read	scalar	1
enumseenarmies	0x005ae974	static	0x24	4	read	scalar	1
enumseenplayerarmies	0x005ae974	static	0x8	4	read	scalar	1
enumseenplayerarmies	0x005ae974	static	0x18	4	read	scalar	1
enumseenplayerarmies	0x005ae974	static	0x24	4	read	scalar	1
enumspelleffects	0x005ae974	static	0x8	4	read	scalar	1
enumspelleffects	0x005ae974	static	0x18	4	read	scalar	1
enumspelleffects	0x005ae974	static	0x24	4	read	scalar	1
enumspellsinbarter	0x00584cd4	static	0x8	4	read	scalar	1
enumspellsinbarter	0x00584cd4	static	0xc	4	read	scalar	1
enumspellsinbarter	0x00584cd4	static	0x28	0	read	indexed	1
enumspellsinbarter	0x00584cd4	static	0x28	2	read	indexed	1
enumspellsinbarter	0x00584cd4	static	0x2c	1	read	indexed	1
enumterrainsprites	0x005ae974	static	0x8	4	read	scalar	1
enumterrainsprites	0x005ae974	static	0x18	4	read	scalar	1
enumterrainsprites	0x005ae974	static	0x24	4	read	scalar	1
enumterrainspritesinbarter	0x00584cd4	static	0x8	4	read	scalar	1
enumterrainspritesinbarter	0x00584cd4	static	0xc	4	read	scalar	1
enumterrainspritesinbarter	0x00584cd4	static	0x28	0	read	indexed	1
enumterrainspritesinbarter	0x00584cd4	static	0x28	2	read	indexed	1
enumterrainspritesinbarter	0x00584cd4	static	0x2c	1	read	indexed	1
enumunitsinbarter	0x00584cd4	static	0x8	4	read	scalar	1
enumunitsinbarter	0x00584cd4	static	0xc	4	read	scalar	1
enumunitsinbarter	0x00584cd4	static	0x2d	0	read	indexed	1
enumunitsinbarter	0x00584cd4	static	0x2d	1	read	indexed	1
eventalarm	0x005aeea0	static	0x0	4	read	scalar	1
eventalarm	0x005aeea0	static	0x4	4	read	scalar	2
eventalarm	0x005aeea0	static	0x4	4	write	scalar	2
exitapp	0x00584ae8	static	0x26c	4	read	scalar	1
fadeoutmusic	0x00585408	static	0xfc0	0	read	scalar	1
fadeoutmusic	0x00585408	static	0xfc0	4	read	scalar	1
fadeoutmusic	0x00585408	static	0xfc0	4	write	scalar	2
fadeoutmusic	0x00585408	static	0xfc4	4	read	scalar	2
fadeoutmusic	0x00585408	static	0xfc4	4	write	scalar	2
fadeoutmusic	0x00585408	static	0x1368	4	read	scalar	1
fadeoutmusic	0x00585408	static	0x13b4	4	read	scalar	1
faithselect	0x00584ae8	static	0x278	0	read	scalar	2
faithselect	0x00584ae8	static	0x680	4	read	scalar	1
faithselect	0x00584ae8	static	0x684	4	read	scalar	1
faithselect	0x00584ae8	static	0x688	4	read	scalar	1
faithselect	0x00584ae8	static	0x68c	4	read	scalar	1
faithselect	0x00584ae8	static	0x7bc	0	read	scalar	1
faithselect	0x00584ae8	static	0x7c4	4	read	scalar	1
faithselect	0x00584ae8	static	0x7c8	4	read	scalar	1
faithselect	0x00584ae8	static	0x7cc	4	read	scalar	1
faithselect	0x00584ae8	static	0x7e0	4	read	scalar	1
faithselect	0x00584ae8	static	0x2be4	4	read	scalar	2
faithselect	0x00584ae8	static	0x2bec	4	read	scalar	1
faithselect	0x005876d0	static	0x0	4	read	scalar	1
faithselect	0x005876d0	static	0x48	4	write	scalar	1
faithselect	0x005876d0	static	0x50	4	write	scalar	1
faithselect	0x005876d0	static	0xa4	4	write	scalar	1
faithselect	0x005876d0	static	0xb8	4	write	scalar	1
faithselect	0x005876d0	static	0xbc	4	write	scalar	1
faithselect	0x005876d0	static	0xc8	4	write	scalar	1
faithselect	0x005876d0	static	0xcc	4	write	scalar	1
faithselect	0x005876d0	static	0xe0	4	write	scalar	1
faithselect	0x005876d0	static	0x124	4	write	scalar	1
faithselect	0x005876d0	static	0x128	4	write	scalar	1
faithselect	0x005876d0	static	0x134	4	write	scalar	1
faithselect	0x005876d0	static	0x138	4	write	scalar	1
faithselect	0x005876d0	static	0x14c	4	write	scalar	1
faithselect	0x005876d0	static	0x160	4	write	scalar	1
faithselect	0x005876d0	static	0x1a4	4	read	scalar	2
faithselect	0x005876d0	static	0x1a4	4	write	scalar	1
faithselect	0x005876d0	static	0x1a8	4	read	scalar	2
faithselect	0x005876d0	static	0x1a8	4	write	scalar	1
faithselect	0x005876d0	static	0x1b0	4	write	scalar	2
faithselect	0x005876d0	static	0x1b4	4	write	scalar	2
faithselect	0x005876d0	static	0x1ec	4	read	scalar	2
faithselect	0x005876d0	static	0x1f0	4	read	scalar	2
faithselect	0x005876d0	static	0x1fc	4	write	scalar	2
faithselect	0x005876d0	static	0x200	4	write	scalar	2
faithselect	0x005aa12c	static	0xb4	4	read	scalar	0
faithselect	0x005aa12c	static	0xb8	4	read	scalar	0
faithselect	0x005aa12c	static	0xbc	4	write	scalar	0
faithselect	0x005aa12c	static	0xc0	4	write	scalar	0
faithselect	0x005aa12c	static	0x5e8	0	read	scalar	0
faithselect	0x005aa12c	static	0x5e8	4	read	scalar	1
faithselect	0x005aa12c	static	0x5e8	4	write	scalar	2
faithselect	0x005aa12c	static	0x5ec	4	write	scalar	2
faithselect	0x005aa12c	static	0x5f0	4	read	scalar	1
faithselect	0x005aa12c	static	0x5f0	4	write	scalar	2
faithselect	0x005aa12c	static	0x5f4	4	read	scalar	1
faithselect	0x005aa12c	static	0x5f4	4	write	scalar	2
faithselect	0x005aa12c	static	0x5f8	4	write	scalar	1
faithselect	0x005aa12c	static	0x5fc	1	read	scalar	2
faithselect	0x005aa12c	static	0x5fc	4	write	scalar	2
faithselect	0x005aa12c	static	0x600	4	read	scalar	2
faithselect	0x005aa12c	static	0x604	4	read	scalar	1
faithselect	0x005aa12c	static	0x604	4	write	scalar	1
faithselect	0x005aa12c	static	0x608	0	read	scalar	0
faithselect	0x005aa12c	static	0x608	4	read	scalar	1
faithselect	0x005aa12c	static	0x608	4	write	scalar	2
faithselect	0x005aa12c	static	0x60c	4	read	scalar	0
faithselect	0x005aa12c	static	0x60c	4	write	scalar	2
faithselect	0x005aa12c	static	0x610	4	read	scalar	0
faithselect	0x005aa12c	static	0x610	4	write	scalar	2
faithselect	0x005aa12c	static	0x614	4	read	scalar	1
faithselect	0x005aa12c	static	0x614	4	write	scalar	2
faithselect	0x005aa12c	static	0x618	4	write	scalar	1
faithselect	0x005aa12c	static	0x61c	1	read	scalar	2
faithselect	0x005aa12c	static	0x61c	4	write	scalar	2
faithselect	0x005aa12c	static	0x620	4	read	scalar	2
faithselect	0x005aa12c	static	0x624	4	read	scalar	1
faithselect	0x005aa12c	static	0x624	4	write	scalar	1
faithselect	0x005aa12c	static	0x628	4	write	scalar	0
faithselect	0x005aa12c	static	0x62c	4	write	scalar	0
faithselect	0x005aa12c	static	0x654	4	read	scalar	1
faithselect	0x005aa12c	static	0x654	4	write	scalar	1
faithselect	0x005aa12c	static	0x6a8	4	read	scalar	1
faithselect	0x005aa12c	static	0xc84	4	read	scalar	1
faithselect	0x005aa12c	static	0x482c	0	read	scalar	0
faithselect	0x005aa12c	static	0x4830	4	write	scalar	1
faithselect	0x005aa12c	static	0x4834	4	write	scalar	1
faithselect	0x005aa12c	static	0x4844	4	read	scalar	1
faithselect	0x005aa12c	static	0x4844	4	write	scalar	1
faithselect	0x005aa12c	static	0x4848	0	read	scalar	1
faithselect	0x005aa12c	static	0x484c	4	read	scalar	2
faithselect	0x005aa12c	static	0x4850	4	read	scalar	2
faithselect	0x005aa12c	static	0x4850	4	write	scalar	2
faithselect	0x005aa12c	static	0x4854	4	read	scalar	2
faithselect	0x005aa12c	static	0x4854	4	write	scalar	2
faithselect	0x005aa12c	static	0x4858	4	read	scalar	2
faithselect	0x005aa12c	static	0x4858	4	write	scalar	2
faithselect	0x005aa12c	static	0x4860	4	write	scalar	2
faithselect	0x005aa12c	static	0x4864	4	write	scalar	2
faithselect	0x005aa12c	static	0x4868	4	write	scalar	2
faithselect	0x005aa12c	static	0x486c	4	write	scalar	2
faithselect	0x005aa12c	static	0x4874	2	read	scalar	1
faithselect	0x005aa12c	static	0x4880	4	read	scalar	1
faithselect	0x005aa12c	static	0x4880	4	write	scalar	1
faithselect	0x005aa12c	static	0x4884	4	read	scalar	1
faithselect	0x005aa12c	static	0x4884	4	write	scalar	1
faithselect	0x005aa12c	static	0x4888	4	read	scalar	1
faithselect	0x005aa12c	static	0x4888	4	write	scalar	1
faithselect	0x005aa12c	static	0x488c	4	read	scalar	1
faithselect	0x005aa12c	static	0x488c	4	write	scalar	1
faithselect	0x005aa12c	static	0x4890	4	read	scalar	1
faithselect	0x005aa12c	static	0x4890	4	write	scalar	1
faithselect	0x005aa12c	static	0x4894	4	read	scalar	1
faithselect	0x005aa12c	static	0x4894	4	write	scalar	1
faithselect	0x005aa12c	static	0x4898	4	read	scalar	0
faithselect	0x005aa12c	static	0x4898	4	write	scalar	1
faithselect	0x005aa12c	static	0x489c	4	read	scalar	0
faithselect	0x005aa12c	static	0x489c	4	write	scalar	1
faithselect	0x005aa12c	static	0x48a0	4	write	scalar	1
faithselect	0x005aa12c	static	0x48a4	4	write	scalar	1
faithselect	0x005aa12c	static	0x48a8	4	write	scalar	1
faithselect	0x005aa12c	static	0x48ac	4	write	scalar	1
faithselect	0x005aa12c	static	0x48b0	4	write	scalar	1
faithselect	0x005aa12c	static	0x48b4	4	write	scalar	1
faithselect	0x005aa12c	static	0x48b8	4	write	scalar	1
faithselect	0x005aa12c	static	0x48bc	4	write	scalar	1
faithselect	0x005aa12c	static	0x48c0	4	write	scalar	1
faithselect	0x005aa12c	static	0x48c4	4	write	scalar	1
