name	uses	class	broad-candidate	operator-entry-point
ORDER_GROUP_ATTACK	3	constant-or-data	yes	-
ORDER_GROUP_DEFEND	3	constant-or-data	yes	-
ORDER_GROUP_MISSILE	1	constant-or-data	yes	-
ORDER_GROUP_SUBDUE	1	constant-or-data	yes	-
ORDER_INTERROGATE_PRISONERS	2	constant-or-data	yes	-
ORDER_KNOCKOUT_PRISONERS	2	constant-or-data	yes	-
ORDER_MAGIC_ATTACK	6	constant-or-data	yes	-
ORDER_MOVETO_GUARDLOCATION	2	constant-or-data	yes	-
ORDER_MOVE_TO	2	constant-or-data	yes	-
ORDER_NORMAL_ATTACK	1	constant-or-data	yes	-
ORDER_PARRY	2	constant-or-data	yes	-
ORDER_RALLY	1	constant-or-data	yes	-
ORDER_SPIT_WEB	1	constant-or-data	yes	-
ORDER_STEALTH	2	constant-or-data	yes	-
ORDER_SUBDUE_ATTACK	1	constant-or-data	yes	-
ORDER_SURRENDER	1	constant-or-data	yes	-
ORDER_TELEPORT	1	constant-or-data	yes	-
ORDER_TELEPORT_ARTIFACTS	2	constant-or-data	yes	-
ORDER_TORTURE_PRISONERS	2	constant-or-data	yes	-
ORDER_USE_LEFT_ARTIFACT	4	constant-or-data	yes	-
ORDER_USE_RIGHT_ARTIFACT	3	constant-or-data	yes	-
ORDER_VIEW_BUILDING	4	constant-or-data	yes	-
ORDER_WAYPOINTS_ATTACK	2	constant-or-data	yes	-
OUTSIDE_CITY_HOR	4	constant-or-data	yes	-
OUTSIDE_CITY_VER	4	constant-or-data	yes	-
PEACE	9	constant-or-data	yes	-
PLAYER_MEETS_ARMY_STRINGS	1	script-definition	no	-
PORTRAIT_FLAG	8	script-definition	no	-
PREDICTED	35	constant-or-data	yes	-
PROC_CLOSE_UNIT_PANELS	1	constant-or-data	yes	-
PROC_EDIT	4	constant-or-data	yes	-
PROC_ENTER_BUILDING	1	constant-or-data	yes	-
PROC_ENTER_DUNGEON	1	constant-or-data	yes	-
PROC_ENTER_VILLAGE	1	constant-or-data	yes	-
PROC_LEADER_DEATH	1	constant-or-data	yes	-
PROC_MEET_ARMY	1	constant-or-data	yes	-
PROC_MEET_BUILDING	1	constant-or-data	yes	-
PROC_MEET_CITY	1	constant-or-data	yes	-
PROC_MEET_DUNGEON	1	constant-or-data	yes	-
PROC_NEW_INITIATES	1	constant-or-data	yes	-
PROC_SELECT_BUILDING	1	constant-or-data	yes	-
PROC_SELECT_DUNGEON	1	constant-or-data	yes	-
QUEST_COMPLETED	121	constant-or-data	yes	-
QUEST_ENCOUNTERED	100	constant-or-data	yes	-
QUEST_UNKNOWN	71	constant-or-data	yes	-
RALLY	21	native-host-call	yes	0x00467d80
RANGED_ATTACK	56	constant-or-data	no	-
REGION_SCREEN	23	constant-or-data	yes	-
RESULT_A	3	constant-or-data	yes	-
RESULT_D	3	constant-or-data	yes	-
RESULT_KA	2	constant-or-data	yes	-
RESULT_KD	2	constant-or-data	yes	-
RESULT_PA	2	constant-or-data	yes	-
RESULT_PD	2	constant-or-data	yes	-
RESULT_RA	2	constant-or-data	yes	-
RESULT_RD	2	constant-or-data	yes	-
RETREATED_ATTACKER	7	constant-or-data	yes	-
RETREATED_DEFENDER	8	constant-or-data	yes	-
SAVING_GAME_BEFORE_COMBAT	1	constant-or-data	yes	-
SAVING_MAP	1	constant-or-data	yes	-
SBLDMessages_AIR	3	script-definition	no	-
SBLDMessages_CHAOS	1	script-definition	no	-
SBLDMessages_DEATH	1	script-definition	no	-
SBLDMessages_EARTH	2	script-definition	no	-
SBLDMessages_FIRE	1	script-definition	no	-
SBLDMessages_LIFE	1	script-definition	no	-
SBLDMessages_ORDER	1	script-definition	no	-
SBLDMessages_WATER	1	script-definition	no	-
SC1	6	constant-or-data	yes	-
SCENARIO	6	constant-or-data	no	-
SCENARIO_MODE	31	constant-or-data	yes	-
SCROLLINGMAP_SCREEN	38	constant-or-data	yes	-
SCROLLING_SPELL	85	constant-or-data	yes	-
SD_ACTIVE_DOODAD_ID	2	constant-or-data	yes	-
SD_BARTER_PROC	2	constant-or-data	yes	-
SD_CASTER_ACTION	1	constant-or-data	yes	-
SD_CASTER_AURA_TYPE	1	constant-or-data	yes	-
SD_CAST_TICKS	1	constant-or-data	yes	-
SD_CATEGORY	7	constant-or-data	yes	-
SD_CONJURE_SOUND	1	constant-or-data	yes	-
SD_DICTIONARY	24	constant-or-data	yes	-
SD_FAITH	6	constant-or-data	yes	-
SD_GHOST_HIT_PROC	1	constant-or-data	yes	-
SD_GREYED_OUT_DOODAD_ID	4	constant-or-data	yes	-
SD_ICON_DOODAD_ID	8	constant-or-data	yes	-
SD_INVOKE_PROC	21	constant-or-data	yes	-
SD_MISSILE_HIT_PROC	2	constant-or-data	yes	-
SD_NAME	6	constant-or-data	yes	-
SD_RECOVER_TICKS	1	constant-or-data	yes	-
SD_RESEARCH_COST	1	constant-or-data	yes	-
SD_VALID_TARGET_PROC	1	constant-or-data	yes	-
SELECT	358	constant-or-data	yes	-
SELECTION_MODE_NORMAL	1	constant-or-data	yes	-
SETUP_SCREEN	2	constant-or-data	yes	-
SHP	26	constant-or-data	no	-
SHROUD	5	constant-or-data	yes	-
SI_ARMY_ID	51	constant-or-data	yes	-
SI_ARTIFACT_UNIQUE_ID	3	constant-or-data	yes	-
SI_CASTING_ARMY	92	constant-or-data	yes	-
SI_CASTING_UNIT	87	constant-or-data	yes	-
SI_CITY_ID	10	constant-or-data	yes	-
SI_LOCATION	14	constant-or-data	yes	-
SI_PLAYER	1	constant-or-data	yes	-
SI_SPRITE_ID	12	constant-or-data	yes	-
SI_TYPE	63	constant-or-data	yes	-
SI_UNIT_NUM	44	constant-or-data	yes	-
SPECIAL_BUILDING	56	constant-or-data	no	-
SPELLS_KNOWN	4	constant-or-data	yes	-
SPELL_BEING_CAST	377	constant-or-data	yes	-
SPELL_CATEGORY_ATTACK	46	constant-or-data	yes	-
SPELL_CATEGORY_DEFEND	40	constant-or-data	yes	-
SPELL_CATEGORY_GENERAL	41	constant-or-data	yes	-
SPELL_CATEGORY_TERRAFORM	38	constant-or-data	yes	-
SPELL_FLAG	4	script-definition	no	-
SPELL_ORIGIN1_HOTSPOT	5	constant-or-data	yes	-
SPELL_ORIGIN2_HOTSPOT	2	constant-or-data	yes	-
SPELL_TARGET_HOTSPOT	55	constant-or-data	yes	-
SPOT_ALLOWED	8	constant-or-data	yes	-
SPOT_ARTIFACT	41	constant-or-data	yes	-
SPOT_CHAMPION	34	constant-or-data	yes	-
SPOT_CONSUMABLE	10	constant-or-data	yes	-
SPOT_DOUBLECLICK_ITEM	22	constant-or-data	yes	-
SPOT_GRAB_ALL	11	constant-or-data	yes	-
SPOT_H	5	constant-or-data	yes	-
SPOT_NORMAL	91	constant-or-data	yes	-
SPOT_RIGHTCLICK_ITEM	5	constant-or-data	yes	-
SPOT_SELECTED	3	constant-or-data	yes	-
SPOT_SELECTONLY	90	constant-or-data	yes	-
SPOT_SEL_UNSEL	10	constant-or-data	yes	-
SPOT_SET_FLAG_BIT	8	constant-or-data	yes	-
SPOT_SHIP	23	constant-or-data	yes	-
SPOT_SWAP	10	constant-or-data	yes	-
SPOT_UNSELECTED	10	constant-or-data	yes	-
SPOT_UNSET_FLAG_BIT	4	constant-or-data	yes	-
SPOT_X	23	constant-or-data	yes	-
SPOT_Y	12	constant-or-data	yes	-
SPRITE_ARMY	6	script-definition	no	-
SPRITE_BUILDING	2	script-definition	no	-
SPRITE_CITY	4	script-definition	no	-
SPRITE_TREE	1	constant-or-data	yes	-
SP_RANDOM_DUNGEONS	4	constant-or-data	yes	-
STAND	1	constant-or-data	yes	-
STARTING_ALE	4	constant-or-data	no	-
STARTING_CRYSTALS	4	constant-or-data	no	-
STARTING_GOLD	4	constant-or-data	no	-
STRONGHOLD	4	constant-or-data	no	-
SUMMONED_CLASS	17	constant-or-data	yes	-
SWAP_ITEMS	6	constant-or-data	yes	-
SpecialBuildingButtons	1	script-definition	no	-
SpecialBuildingNames	5	script-definition	no	-
Stufftobuy	1	script-definition	no	-
TARGET_ARMY	127	constant-or-data	no	-
TARGET_CUSTOM	21	constant-or-data	yes	-
TARGET_LOCATION	14	constant-or-data	yes	-
TARGET_NOTHING	37	constant-or-data	yes	-
TAVERN	34	constant-or-data	no	-
TEMPLE	35	constant-or-data	no	-
TERRAIN_MODS	1	script-definition	no	-
TERRA_SPELL_TYPE	3	constant-or-data	yes	-
TF1	4	constant-or-data	yes	-
THF	35	constant-or-data	no	-
THIEF	165	constant-or-data	yes	-
THIEF_MESSAGE_EXECUTE	6	constant-or-data	yes	-
THIEF_MESSAGE_FREE	6	constant-or-data	yes	-
THIEF_MESSAGE_FREEPOW	5	constant-or-data	yes	-
THIEF_MESSAGE_INTERROGATE	21	constant-or-data	yes	-
THIEF_MESSAGE_KNOCKOUT	10	constant-or-data	yes	-
THIEF_MESSAGE_SPY	23	constant-or-data	yes	-
THIEF_MESSAGE_STEAL	11	constant-or-data	yes	-
THIEF_MESSAGE_TORTURE	21	constant-or-data	yes	-
THIEVES_GUILD	50	constant-or-data	yes	-
TICKALARM_END_OF_COMBAT	28	constant-or-data	yes	-
TICKALARM_REPEAT_COUNT	1	constant-or-data	yes	-
TICKALARM_RETURN_TO_WORLD	3	constant-or-data	yes	-
TT_BOTTOM	4	constant-or-data	yes	-
TT_FAITH	16	constant-or-data	yes	-
TT_FLAGS	1	constant-or-data	yes	-
TT_FOOTPRINT_H	1	constant-or-data	yes	-
TT_FOOTPRINT_W	1	constant-or-data	yes	-
TT_FOOTPRINT_X	1	constant-or-data	yes	-
TT_FOOTPRINT_Y	1	constant-or-data	yes	-
TT_GREAT_TEMPLE	1	constant-or-data	yes	-
TT_IMPFILE_PROC	9	constant-or-data	yes	-
TT_JUST_CENTER	8	constant-or-data	yes	-
TT_MOUSE	2	constant-or-data	yes	-
TT_TOP	4	constant-or-data	yes	-
TURNAI_ARMY_ATTACKED_EVENT	1	constant-or-data	yes	-
TURNAI_BUILDING_ATTACKED_EVENT	1	constant-or-data	yes	-
TURNAI_CANCEL_EVENT	1	constant-or-data	yes	-
TURNAI_CITY_ATTACKED_EVENT	1	constant-or-data	yes	-
TURNAI_EVENT_AT_DESTINATION	1	constant-or-data	yes	-
TURNAI_GIFT_EVENT	1	constant-or-data	yes	-
TURNAI_LEADER_KILLED_EVENT	1	constant-or-data	yes	-
TURNAI_MERGE_EVENT	1	constant-or-data	yes	-
TURNAI_PRODUCTION_EVENT	1	constant-or-data	yes	-
TURNAI_PROPOSAL_ACCEPTED	10	constant-or-data	yes	-
TURNAI_PROPOSAL_BEING_CHANGED	10	constant-or-data	yes	-
TURNAI_PROPOSAL_CHANGES_CANCELLED	10	constant-or-data	yes	-
TURNAI_PROPOSAL_DECLINED	10	constant-or-data	yes	-
TURNAI_PROPOSAL_ENDED_IN_FIGHT	10	constant-or-data	yes	-
TURNAI_PROPOSAL_RECEIVED	10	constant-or-data	yes	-
TURNAI_SPELL_CAST_EVENT	1	constant-or-data	yes	-
TURNAI_SPLIT_EVENT	1	constant-or-data	yes	-
TURNAI_THREAT_EVENT	1	constant-or-data	yes	-
TURNAI_TRADE_COMPLETED_EVENT	1	constant-or-data	yes	-
TURNAI_TREATY_BROKEN	1	constant-or-data	yes	-
TURNAI_TREATY_MADE_EVENT	1	constant-or-data	yes	-
TURNALARM_REPEAT_COUNT	1	constant-or-data	yes	-
TURN_ARMY	2	constant-or-data	yes	-
TURN_CITY	1	constant-or-data	yes	-
TURN_LIMIT	3	constant-or-data	yes	-
T_ARRAY_hotkey_chart	1	script-definition	no	-
T_Accept	1	script-definition	no	-
T_Agilityhelptext	2	script-definition	no	-
T_Air	2	script-definition	no	-
T_Air_Encounter_placed	2	script-definition	no	-
T_Airlibrary	1	script-definition	no	-
T_Ale	1	script-definition	no	-
T_Ale_Mill	1	script-definition	no	-
T_Amazon	1	script-definition	no	-
T_Answer	1	script-definition	no	-
T_Archon	1	script-definition	no	-
T_ArmyRoster	1	script-definition	no	-
T_Artifact0helptext	3	script-definition	no	-
T_Artifact10helptext	1	script-definition	no	-
T_Artifact11helptext	3	script-definition	no	-
T_Artifact12helptext	1	script-definition	no	-
T_Artifact13helptext	1	script-definition	no	-
T_Artifact14helptext	1	script-definition	no	-
T_Artifact15helptext	1	script-definition	no	-
T_Artifact16helptext	1	script-definition	no	-
T_Artifact17helptext	1	script-definition	no	-
T_Artifact18helptext	3	script-definition	no	-
T_Artifact19helptext	1	script-definition	no	-
T_Artifact1helptext	3	script-definition	no	-
T_Artifact20helptext	1	script-definition	no	-
T_Artifact21helptext	1	script-definition	no	-
T_Artifact22helptext	1	script-definition	no	-
T_Artifact23helptext	1	script-definition	no	-
T_Artifact24helptext	1	script-definition	no	-
T_Artifact25helptext	1	script-definition	no	-
T_Artifact26helptext	1	script-definition	no	-
T_Artifact27helptext	1	script-definition	no	-
T_Artifact28helptext	1	script-definition	no	-
T_Artifact29helptext	1	script-definition	no	-
T_Artifact2helptext	3	script-definition	no	-
T_Artifact30helptext	1	script-definition	no	-
T_Artifact31helptext	1	script-definition	no	-
T_Artifact32helptext	1	script-definition	no	-
T_Artifact33helptext	1	script-definition	no	-
T_Artifact34helptext	1	script-definition	no	-
T_Artifact35helptext	1	script-definition	no	-
T_Artifact36helptext	2	script-definition	no	-
T_Artifact3helptext	3	script-definition	no	-
T_Artifact4helptext	3	script-definition	no	-
T_Artifact5helptext	3	script-definition	no	-
T_Artifact6helptext	1	script-definition	no	-
T_Artifact7helptext	1	script-definition	no	-
T_Artifact8helptext	1	script-definition	no	-
T_Artifact9helptext	1	script-definition	no	-
T_Attack	24	script-definition	no	-
T_Attackhelptext	2	script-definition	no	-
T_Autocalc	3	script-definition	no	-
T_Back	1	script-definition	no	-
T_Barbarian	1	script-definition	no	-
T_Barrow	1	script-definition	no	-
T_Break	1	script-definition	no	-
T_Brewery	7	script-definition	no	-
T_Brewery_air	1	script-definition	no	-
T_Brewery_death	1	script-definition	no	-
T_Buy_Potion	2	script-definition	no	-
T_Cancel	13	script-definition	no	-
T_Capital	2	script-definition	no	-
T_Cave	3	script-definition	no	-
T_Cave2	4	script-definition	no	-
T_Cave_orc	1	script-definition	no	-
T_Champion	1	script-definition	no	-
T_Chaos	2	script-definition	no	-
T_Chaos_Encounter_placed	3	script-definition	no	-
T_Chaoslibrary	1	script-definition	no	-
T_Choose	1	script-definition	no	-
T_Close	2	script-definition	no	-
T_Closepanelhelptext	3	script-definition	no	-
T_Combat	1	script-definition	no	-
T_Combats	1	script-definition	no	-
T_Continue	192	script-definition	no	-
T_Cost	3	script-definition	no	-
T_Create	2	script-definition	no	-
T_CreatingWorld	1	script-definition	no	-
T_Crystal_Mine	10	script-definition	no	-
T_Crystals	1	script-definition	no	-
T_Custom_Game	1	script-definition	no	-
T_Cyclops_cave	1	script-definition	no	-
T_Cyclops_cave_placed	1	script-definition	no	-
T_Damosel	2	script-definition	no	-
T_Death	2	script-definition	no	-
T_Death_Encounter_placed	2	script-definition	no	-
T_Deathlibrary	1	script-definition	no	-
T_Defensehelptext	2	script-definition	no	-
T_Demand	1	script-definition	no	-
T_Demolishtext	5	script-definition	no	-
T_Dial	2	script-definition	no	-
T_DirectXBlit	2	script-definition	no	-
T_Dispelled	1	script-definition	no	-
T_Dragon_cave	1	script-definition	no	-
T_Dragon_cave_placed	1	script-definition	no	-
T_Draw	1	script-definition	no	-
T_Drink	1	script-definition	no	-
T_Dungeon	2	script-definition	no	-
T_Dwarven	1	script-definition	no	-
T_EXPENSE	1	script-definition	no	-
T_Earth	2	script-definition	no	-
T_Earth_Encounter_placed	2	script-definition	no	-
T_Earth_mult_entrance	1	script-definition	no	-
T_Earthlibrary	1	script-definition	no	-
T_Edit	1	script-definition	no	-
T_Elven	1	script-definition	no	-
T_Encounter	1	script-definition	no	-
T_Enter	25	script-definition	no	-
T_Enter_new_name	1	script-definition	no	-
T_Exit	50	script-definition	no	-
T_Exit_Game	1	script-definition	no	-
T_Exorcize	1	script-definition	no	-
T_Expense_Ale	1	script-definition	no	-
T_Expense_Crystals	1	script-definition	no	-
T_Expense_Gold	1	script-definition	no	-
T_Expenses	1	script-definition	no	-
T_Experiencehelptext	12	script-definition	no	-
T_Fame	1	script-definition	no	-
T_Fight	61	script-definition	no	-
T_Fire	2	script-definition	no	-
T_Fire_Encounter_placed	2	script-definition	no	-
T_Fire_Giant	1	script-definition	no	-
T_Fire_King_Cindrar	1	script-definition	no	-
T_Fire_mult_entrance	2	script-definition	no	-
T_Firelibrary	1	script-definition	no	-
T_Gift	1	script-definition	no	-
T_Give	5	script-definition	no	-
T_Gold	1	script-definition	no	-
T_Gold_Mine	8	script-definition	no	-
T_Golgothan	1	script-definition	no	-
T_Goto	8	script-definition	no	-
T_GreatTemple	7	script-definition	no	-
T_Great_Temple	2	script-definition	no	-
T_Hamlet	1	script-definition	no	-
T_Heal_Party	1	script-definition	no	-
T_Hitpointshelptext	3	script-definition	no	-
T_Hut	2	script-definition	no	-
T_INCOME	1	script-definition	no	-
T_Income	1	script-definition	no	-
T_Income_Ale	1	script-definition	no	-
T_Income_Crystals	1	script-definition	no	-
T_Income_Fame	1	script-definition	no	-
T_Income_Gold	1	script-definition	no	-
T_InitializingDungeons	1	script-definition	no	-
T_Join	2	script-definition	no	-
T_LOADING_GAME	1	script-definition	no	-
T_LOADING_GAME_AFTER_COMBAT	1	script-definition	no	-
T_LOADING_MAP	1	script-definition	no	-
T_LOADING_SCENARIO_MAP	1	script-definition	no	-
T_LOADING_SPECIAL_MAP	1	script-definition	no	-
T_LOADING_UNIT_GRAPHICS	1	script-definition	no	-
T_Last_Save	1	script-definition	no	-
T_LdLgd	1	script-definition	no	-
T_Leave	121	script-definition	no	-
T_Legends_of_Urak	1	script-definition	no	-
T_Level	1	script-definition	no	-
T_Lich_Castle_placed	1	script-definition	no	-
T_Lich_castle	1	script-definition	no	-
T_Life	2	script-definition	no	-
T_Life_Encounter_placed	2	script-definition	no	-
T_Lifelibrary	1	script-definition	no	-
T_Lionel	1	script-definition	no	-
T_Load	1	script-definition	no	-
T_LoadSavedGame	1	script-definition	no	-
T_Load_Game	1	script-definition	no	-
T_Lord	1	script-definition	no	-
T_MageLevel3helptext	2	script-definition	no	-
T_Maintaincosthelptext	12	script-definition	no	-
T_Manahelptext	3	script-definition	no	-
T_Map_Editor	1	script-definition	no	-
T_MaraudingParty_Attack0	1	script-definition	no	-
T_MaraudingParty_Attack1	1	script-definition	no	-
T_MaraudingParty_Attack10	1	script-definition	no	-
T_MaraudingParty_Attack11	1	script-definition	no	-
T_MaraudingParty_Attack12	1	script-definition	no	-
T_MaraudingParty_Attack13	1	script-definition	no	-
T_MaraudingParty_Attack14	1	script-definition	no	-
T_MaraudingParty_Attack15	1	script-definition	no	-
T_MaraudingParty_Attack16	1	script-definition	no	-
T_MaraudingParty_Attack17	1	script-definition	no	-
T_MaraudingParty_Attack18	1	script-definition	no	-
T_MaraudingParty_Attack19	1	script-definition	no	-
T_MaraudingParty_Attack2	1	script-definition	no	-
T_MaraudingParty_Attack3	1	script-definition	no	-
T_MaraudingParty_Attack4	1	script-definition	no	-
T_MaraudingParty_Attack5	1	script-definition	no	-
T_MaraudingParty_Attack6	1	script-definition	no	-
T_MaraudingParty_Attack7	1	script-definition	no	-
T_MaraudingParty_Attack8	1	script-definition	no	-
T_MaraudingParty_Attack9	1	script-definition	no	-
T_MaraudingParty_Defend0	1	script-definition	no	-
T_MaraudingParty_Defend1	1	script-definition	no	-
T_MaraudingParty_Defend10	1	script-definition	no	-
T_MaraudingParty_Defend11	1	script-definition	no	-
T_MaraudingParty_Defend12	1	script-definition	no	-
T_MaraudingParty_Defend13	1	script-definition	no	-
T_MaraudingParty_Defend14	1	script-definition	no	-
T_MaraudingParty_Defend15	1	script-definition	no	-
T_MaraudingParty_Defend16	1	script-definition	no	-
T_MaraudingParty_Defend17	1	script-definition	no	-
T_MaraudingParty_Defend18	1	script-definition	no	-
T_MaraudingParty_Defend19	1	script-definition	no	-
T_MaraudingParty_Defend2	1	script-definition	no	-
T_MaraudingParty_Defend3	1	script-definition	no	-
T_MaraudingParty_Defend4	1	script-definition	no	-
T_MaraudingParty_Defend5	1	script-definition	no	-
T_MaraudingParty_Defend6	1	script-definition	no	-
T_MaraudingParty_Defend7	1	script-definition	no	-
T_MaraudingParty_Defend8	1	script-definition	no	-
T_MaraudingParty_Defend9	1	script-definition	no	-
T_Mine	2	script-definition	no	-
T_Movementpointshelptext	3	script-definition	no	-
T_Multi_hermit	3	script-definition	no	-
T_Multiplayer	1	script-definition	no	-
T_Mysterious_Keep	7	script-definition	no	-
T_NEWGAME	1	script-definition	no	-
T_NeedSpecialbuildinghelptext	1	script-definition	no	-
T_NeedUpgradeSBLDhelptext	1	script-definition	no	-
T_Needdewizhelptext	2	script-definition	no	-
T_New	1	script-definition	no	-
T_New_LOM_Game	1	script-definition	no	-
T_NextArtifacthelptext	4	script-definition	no	-
T_Nextparty	1	script-definition	no	-
T_No	11	script-definition	no	-
T_Nocityforvillage	1	script-definition	no	-
T_Nocontact	1	script-definition	no	-
T_Normal_View	1	script-definition	no	-
T_Notenoughresourcestext	8	script-definition	no	-
T_Nothing	1	script-definition	no	-
T_Notknown	1	script-definition	no	-
T_OK	21	script-definition	no	-
T_OncePerGamehelptext	4	script-definition	no	-
T_Orc_Encounter_placed	1	script-definition	no	-
T_Order	2	script-definition	no	-
T_Order_Encounter_placed	2	script-definition	no	-
T_Orderlibrary	1	script-definition	no	-
T_PHRASE_army_balloonhelp_champion	1	script-definition	no	-
T_PHRASE_army_balloonhelp_champion_escorting_leader	1	script-definition	no	-
T_PHRASE_army_balloonhelp_champion_prisoner	3	script-definition	no	-
T_PHRASE_army_balloonhelp_champion_prisoners	3	script-definition	no	-
T_PHRASE_army_balloonhelp_combat_champion	1	script-definition	no	-
T_PHRASE_army_balloonhelp_combat_leader	1	script-definition	no	-
T_PHRASE_army_balloonhelp_combat_military	1	script-definition	no	-
T_PHRASE_army_balloonhelp_combat_non_military	1	script-definition	no	-
T_PHRASE_army_balloonhelp_lord	1	script-definition	no	-
T_PHRASE_army_balloonhelp_party	1	script-definition	no	-
T_PHRASE_army_balloonhelp_renegade_champion	1	script-definition	no	-
T_PHRASE_army_balloonhelp_renegade_party	1	script-definition	no	-
T_PHRASE_barracks_balloonhelp	1	script-definition	no	-
T_PHRASE_bart_dlg_terrainsprite_description	1	script-definition	no	-
T_PHRASE_brain_DPWsuicide_attack_1	1	script-definition	no	-
T_PHRASE_brain_DPWsuicide_attack_2	1	script-definition	no	-
T_PHRASE_brain_DPWsuicide_attack_3	1	script-definition	no	-
T_PHRASE_brain_DPWsuicide_attack_4	1	script-definition	no	-
T_PHRASE_brain_DPWsuicide_attack_5	1	script-definition	no	-
T_PHRASE_brain_DPWsuicide_defend_1	1	script-definition	no	-
T_PHRASE_brain_DPWsuicide_defend_2	1	script-definition	no	-
T_PHRASE_brain_DPWsuicide_defend_3	1	script-definition	no	-
T_PHRASE_brain_DPWsuicide_defend_4	1	script-definition	no	-
T_PHRASE_brain_DPWsuicide_defend_5	1	script-definition	no	-
T_PHRASE_brain_antispy_airegion_attack_1	1	script-definition	no	-
T_PHRASE_brain_antispy_airegion_attack_2	1	script-definition	no	-
T_PHRASE_brain_antispy_airegion_attack_3	1	script-definition	no	-
T_PHRASE_brain_antispy_airegion_attack_4	1	script-definition	no	-
T_PHRASE_brain_antispy_airegion_attack_5	1	script-definition	no	-
T_PHRASE_brain_antispy_airegion_defend_1	1	script-definition	no	-
T_PHRASE_brain_antispy_airegion_defend_2	1	script-definition	no	-
T_PHRASE_brain_antispy_airegion_defend_3	1	script-definition	no	-
T_PHRASE_brain_antispy_airegion_defend_4	1	script-definition	no	-
T_PHRASE_brain_antispy_airegion_defend_5	1	script-definition	no	-
T_PHRASE_brain_antispy_huregion_attack_1	1	script-definition	no	-
T_PHRASE_brain_antispy_huregion_attack_2	1	script-definition	no	-
T_PHRASE_brain_antispy_huregion_attack_3	1	script-definition	no	-
T_PHRASE_brain_antispy_huregion_attack_4	1	script-definition	no	-
T_PHRASE_brain_antispy_huregion_attack_5	1	script-definition	no	-
T_PHRASE_brain_antispy_huregion_defend_1	1	script-definition	no	-
T_PHRASE_brain_antispy_huregion_defend_2	1	script-definition	no	-
T_PHRASE_brain_antispy_huregion_defend_3	1	script-definition	no	-
T_PHRASE_brain_antispy_huregion_defend_4	1	script-definition	no	-
T_PHRASE_brain_antispy_huregion_defend_5	1	script-definition	no	-
T_PHRASE_brain_antispy_noregion_attack_1	1	script-definition	no	-
T_PHRASE_brain_antispy_noregion_attack_2	1	script-definition	no	-
T_PHRASE_brain_antispy_noregion_attack_3	1	script-definition	no	-
T_PHRASE_brain_antispy_noregion_attack_4	1	script-definition	no	-
T_PHRASE_brain_antispy_noregion_attack_5	1	script-definition	no	-
T_PHRASE_brain_antispy_noregion_defend_1	1	script-definition	no	-
T_PHRASE_brain_antispy_noregion_defend_2	1	script-definition	no	-
T_PHRASE_brain_antispy_noregion_defend_3	1	script-definition	no	-
T_PHRASE_brain_antispy_noregion_defend_4	1	script-definition	no	-
T_PHRASE_brain_antispy_noregion_defend_5	1	script-definition	no	-
T_PHRASE_brain_barter_airegion_attack_1	1	script-definition	no	-
T_PHRASE_brain_barter_airegion_attack_2	1	script-definition	no	-
T_PHRASE_brain_barter_airegion_attack_3	1	script-definition	no	-
T_PHRASE_brain_barter_airegion_attack_4	1	script-definition	no	-
T_PHRASE_brain_barter_airegion_attack_5	1	script-definition	no	-
T_PHRASE_brain_barter_airegion_defend_1	1	script-definition	no	-
T_PHRASE_brain_barter_airegion_defend_2	1	script-definition	no	-
T_PHRASE_brain_barter_airegion_defend_3	1	script-definition	no	-
T_PHRASE_brain_barter_airegion_defend_4	1	script-definition	no	-
T_PHRASE_brain_barter_airegion_defend_5	1	script-definition	no	-
T_PHRASE_brain_barter_huregion_attack_1	1	script-definition	no	-
T_PHRASE_brain_barter_huregion_attack_2	1	script-definition	no	-
T_PHRASE_brain_barter_huregion_attack_3	1	script-definition	no	-
T_PHRASE_brain_barter_huregion_attack_4	1	script-definition	no	-
T_PHRASE_brain_barter_huregion_attack_5	1	script-definition	no	-
T_PHRASE_brain_barter_huregion_defend_1	1	script-definition	no	-
T_PHRASE_brain_barter_huregion_defend_2	1	script-definition	no	-
T_PHRASE_brain_barter_huregion_defend_3	1	script-definition	no	-
T_PHRASE_brain_barter_huregion_defend_4	1	script-definition	no	-
T_PHRASE_brain_barter_huregion_defend_5	1	script-definition	no	-
T_PHRASE_brain_barter_noregion_attack_1	1	script-definition	no	-
