name	uses	class	broad-candidate	operator-entry-point
T_Tower	7	script-definition	no	-
T_Trade	1	script-definition	no	-
T_Treasure	1	script-definition	no	-
T_Troll_Bridge	1	script-definition	no	-
T_Unaffiliated	1	script-definition	no	-
T_UpgradeNowtext	2	script-definition	no	-
T_Upgradetext	5	script-definition	no	-
T_Village_balloonhelp	1	script-definition	no	-
T_WatchTowerhelptext	1	script-definition	no	-
T_WatchTowertext	2	script-definition	no	-
T_Water	2	script-definition	no	-
T_Water_Encounter_placed	3	script-definition	no	-
T_Water_Tower	1	script-definition	no	-
T_Water_vil	1	script-definition	no	-
T_Waterlibrary	1	script-definition	no	-
T_Wild_Beasts_placed	1	script-definition	no	-
T_Wisdomhelptext	2	script-definition	no	-
T_Witch_tower	1	script-definition	no	-
T_Witch_tower_placed	1	script-definition	no	-
T_World_View	1	script-definition	no	-
T_XFER_SCENARIO	1	script-definition	no	-
T_Yes	12	script-definition	no	-
T_You_must_first_choose_a_champion_type	1	script-definition	no	-
T_air_mult_entrance	1	script-definition	no	-
T_alereportthelptext	3	script-definition	no	-
T_ally_takeover_question	1	script-definition	no	-
T_arthur	8	script-definition	no	-
T_artifact_fafnir_choice	3	script-definition	no	-
T_artifact_messy_name	3	script-definition	no	-
T_artifact_name_amiensbld	2	script-definition	no	-
T_artifact_name_dragonban	1	script-definition	no	-
T_artifact_name_dreamscrl	2	script-definition	no	-
T_artifact_name_ebelsletter	2	script-definition	no	-
T_artifact_name_gilbertclo	3	script-definition	no	-
T_artifact_name_greenscrf	1	script-definition	no	-
T_artifact_name_holygrail	3	script-definition	no	-
T_artifact_name_kingryonswd	1	script-definition	no	-
T_artifact_name_lionbelt	1	script-definition	no	-
T_artifact_name_longsper	1	script-definition	no	-
T_artifact_name_lovepot	2	script-definition	no	-
T_artifact_name_parzring	2	script-definition	no	-
T_artifact_name_ragnlsans	2	script-definition	no	-
T_artifact_name_shieldofval	1	script-definition	no	-
T_artifact_name_writofcamd	2	script-definition	no	-
T_artifact_sceptlich_name	1	script-definition	no	-
T_attackspells	1	script-definition	no	-
T_avelion	5	script-definition	no	-
T_balin	5	script-definition	no	-
T_barters_earth_Accoust_Attack	2	script-definition	no	-
T_barters_earth_Accoust_Attacking	1	script-definition	no	-
T_barters_earth_Accoust_CombatExit	1	script-definition	no	-
T_barters_earth_Accoust_Exit	1	script-definition	no	-
T_barters_earth_Accoust_Lord	4	script-definition	no	-
T_barters_earth_Accoust_NonLord	1	script-definition	no	-
T_barters_earth_Ally	2	script-definition	no	-
T_barters_earth_Comeback	2	script-definition	no	-
T_barters_earth_Conquer	2	script-definition	no	-
T_barters_earth_ElvenCity	4	script-definition	no	-
T_barters_earth_ElvenCity_Attack	4	script-definition	no	-
T_barters_earth_ElvenCity_Attack_Exit	4	script-definition	no	-
T_barters_earth_ElvenCity_Exit	4	script-definition	no	-
T_barters_earth_ElvenParties	2	script-definition	no	-
T_barters_earth_ElvenParties_Attack	3	script-definition	no	-
T_barters_earth_ElvenParties_Attack_Exit	1	script-definition	no	-
T_barters_earth_ElvenParties_Exit	1	script-definition	no	-
T_barters_earth_Evillage	3	script-definition	no	-
T_barters_earth_Evillage_Attack	3	script-definition	no	-
T_barters_earth_Evillage_Attack_Exit	2	script-definition	no	-
T_barters_earth_Evillage_Exit	2	script-definition	no	-
T_barters_earth_KingRetinue	2	script-definition	no	-
T_barters_earth_KingRetinueA	2	script-definition	no	-
T_barters_earth_KingRetinueB	2	script-definition	no	-
T_barters_earth_KingRetinueC	2	script-definition	no	-
T_barters_earth_KingRetinueD	2	script-definition	no	-
T_barters_earth_MercA	1	script-definition	no	-
T_barters_earth_MercB	1	script-definition	no	-
T_barters_earth_Merc_Flee	1	script-definition	no	-
T_barters_earth_NoneBusiness	2	script-definition	no	-
T_barters_earth_Nvillage	3	script-definition	no	-
T_barters_earth_Nvillage_Attack	3	script-definition	no	-
T_barters_earth_Nvillage_Attack_Exit	2	script-definition	no	-
T_barters_earth_Nvillage_Exit	2	script-definition	no	-
T_barters_earth_Orc_Spawn1	1	script-definition	no	-
T_barters_earth_Orc_Spawn2	1	script-definition	no	-
T_barters_earth_Orc_Spawn231	2	script-definition	no	-
T_barters_earth_Orc_Spawn232	2	script-definition	no	-
T_barters_earth_Orc_Spawn233	2	script-definition	no	-
T_barters_earth_Orc_Spawn3	1	script-definition	no	-
T_barters_earth_OrderCity	1	script-definition	no	-
T_barters_earth_OrderCity_Attack	1	script-definition	no	-
T_barters_earth_OrderCity_Exit	2	script-definition	no	-
T_barters_earth_Plainmen	2	script-definition	no	-
T_barters_earth_Plainmen_Attack	2	script-definition	no	-
T_barters_earth_Plainmen_Attacking	2	script-definition	no	-
T_barters_earth_Plainmen_Cancel	1	script-definition	no	-
T_barters_earth_Plainmen_Exit	2	script-definition	no	-
T_barters_earth_Roving	1	script-definition	no	-
T_barters_earth_Roving_Attack	1	script-definition	no	-
T_barters_earth_Roving_Attack_Exit	1	script-definition	no	-
T_barters_earth_Roving_Exit	1	script-definition	no	-
T_barters_earth_SeekTreasure	2	script-definition	no	-
T_barters_earth_Shipmessage	1	script-definition	no	-
T_barters_earth_Ships_Attack	3	script-definition	no	-
T_barters_earth_Ships_AttackExit	1	script-definition	no	-
T_barters_earth_Ships_ComebackOffer	1	script-definition	no	-
T_barters_earth_Ships_Exit	1	script-definition	no	-
T_barters_earth_Ships_LifeDead	1	script-definition	no	-
T_barters_earth_Ships_Lord	2	script-definition	no	-
T_barters_earth_Ships_NonLord	2	script-definition	no	-
T_barters_earth_Spider_Spawn1	1	script-definition	no	-
T_barters_earth_Spider_Spawn2	1	script-definition	no	-
T_barters_earth_Svillage	3	script-definition	no	-
T_barters_earth_Svillage_Attack	3	script-definition	no	-
T_barters_earth_Svillage_Attack_Exit	2	script-definition	no	-
T_barters_earth_Svillage_Exit	2	script-definition	no	-
T_barters_earth_Teleport_Army	1	script-definition	no	-
T_barters_earth_Troll_Spawn1	1	script-definition	no	-
T_barters_earth_Troll_Spawn2	1	script-definition	no	-
T_barters_earth_Vyrm_Destroy1	3	script-definition	no	-
T_barters_earth_Vyrm_Destroy2	3	script-definition	no	-
T_barters_earth_Vyrm_Destroy_Barrack	1	script-definition	no	-
T_barters_earth_Vyrm_Destroy_City	1	script-definition	no	-
T_barters_earth_Vyrm_Destroy_Thieves	1	script-definition	no	-
T_barters_earth_Vyrm_Destroy_Wizard	1	script-definition	no	-
T_barters_earth_Wvillage	3	script-definition	no	-
T_barters_earth_Wvillage_Attack	3	script-definition	no	-
T_barters_earth_Wvillage_Attack_Exit	2	script-definition	no	-
T_barters_earth_Wvillage_Exit	2	script-definition	no	-
T_barters_forge_other_declines	3	script-definition	no	-
T_barters_forge_success	2	script-definition	no	-
T_barters_forge_when_approached	6	script-definition	no	-
T_barters_ladylake_when_approached	1	script-definition	no	-
T_bors	1	script-definition	no	-
T_buy_rejuv_potion	1	script-definition	no	-
T_buy_rejuv_potion_not_enough_crystals	1	script-definition	no	-
T_buy_rejuv_potion_too_many	1	script-definition	no	-
T_camelot	1	script-definition	no	-
T_cancel	3	script-definition	no	-
T_cannot_combine_0	1	script-definition	no	-
T_cannot_combine_1	1	script-definition	no	-
T_cannot_combine_10	1	script-definition	no	-
T_cannot_combine_2	1	script-definition	no	-
T_cannot_combine_3	1	script-definition	no	-
T_cannot_combine_4	1	script-definition	no	-
T_cannot_combine_5	1	script-definition	no	-
T_cannot_combine_6	1	script-definition	no	-
T_cannot_combine_7	1	script-definition	no	-
T_cannot_combine_8	1	script-definition	no	-
T_cannot_combine_9	1	script-definition	no	-
T_cannot_combine_strs	1	script-definition	no	-
T_cantmovehelptext	1	script-definition	no	-
T_champion	5	script-definition	no	-
T_chaos_mult_entrance	1	script-definition	no	-
T_charedit_but1	1	script-definition	no	-
T_charedit_but2	1	script-definition	no	-
T_charedit_but3	1	script-definition	no	-
T_charedit_but4	1	script-definition	no	-
T_charedit_but5	1	script-definition	no	-
T_charedit_but6	1	script-definition	no	-
T_charedit_but7	2	script-definition	no	-
T_charedit_but8	1	script-definition	no	-
T_charedit_spells	1	script-definition	no	-
T_charedit_str1	1	script-definition	no	-
T_charedit_str2	1	script-definition	no	-
T_charedit_str3	1	script-definition	no	-
T_charedit_str4	1	script-definition	no	-
T_charedit_str5	1	script-definition	no	-
T_charedit_str6	1	script-definition	no	-
T_charedit_str7	1	script-definition	no	-
T_charedit_unit1	2	script-definition	no	-
T_charedit_unit11	3	script-definition	no	-
T_charedit_unit2	2	script-definition	no	-
T_charedit_unit3	2	script-definition	no	-
T_charedit_unit4	2	script-definition	no	-
T_charedit_unit5	2	script-definition	no	-
T_charedit_unit6	2	script-definition	no	-
T_charedit_unit7	2	script-definition	no	-
T_charedit_unit8	2	script-definition	no	-
T_charedit_unit9	1	script-definition	no	-
T_charedit_units	1	script-definition	no	-
T_chooseair	1	script-definition	no	-
T_choosechaos	1	script-definition	no	-
T_choosedeath	1	script-definition	no	-
T_choosedeath2	1	script-definition	no	-
T_chooseearth	1	script-definition	no	-
T_chooseearth2	1	script-definition	no	-
T_choosefire	1	script-definition	no	-
T_choosefire2	1	script-definition	no	-
T_chooselife	1	script-definition	no	-
T_chooseorder	1	script-definition	no	-
T_chooseorder2	1	script-definition	no	-
T_choosewater	1	script-definition	no	-
T_cityalehelptext	1	script-definition	no	-
T_citycrystalshelptext	1	script-definition	no	-
T_cityfamehelptext	1	script-definition	no	-
T_citygoldhelptext	1	script-definition	no	-
T_cityinitiateshelptext	1	script-definition	no	-
T_citymagistratehelptext	1	script-definition	no	-
T_citymarketplacehelptext	1	script-definition	no	-
T_citystrongholdhelptext	1	script-definition	no	-
T_citytavernhelptext	1	script-definition	no	-
T_citytemplehelptext	1	script-definition	no	-
T_cityzoomouthelptext	1	script-definition	no	-
T_combat_resync_message	2	script-definition	no	-
T_confirm_exit_question	2	script-definition	no	-
T_continue	2	script-definition	no	-
T_cost_charedit	2	script-definition	no	-
T_creature	5	script-definition	no	-
T_crystalreportthelptext	3	script-definition	no	-
T_current_attack_spell	1	script-definition	no	-
T_current_defend_spell	1	script-definition	no	-
T_current_general_spell	1	script-definition	no	-
T_current_terraform_spell	1	script-definition	no	-
T_currentturnhelptext	2	script-definition	no	-
T_death_fyi	1	script-definition	no	-
T_death_mult_entrance	1	script-definition	no	-
T_debrief_FAME	1	script-definition	no	-
T_debrief_Intellegence_report	1	script-definition	no	-
T_debrief_adversely	2	script-definition	no	-
T_debrief_all_prisoners_killed	1	script-definition	no	-
T_debrief_effect_action	2	script-definition	no	-
T_debrief_effect_action_allies	1	script-definition	no	-
T_debrief_effect_action_enemies	1	script-definition	no	-
T_debrief_effected_allies	1	script-definition	no	-
T_debrief_effected_enemies	1	script-definition	no	-
T_debrief_execute	1	script-definition	no	-
T_debrief_execute_question	1	script-definition	no	-
T_debrief_freepow	1	script-definition	no	-
T_debrief_freepow_caught	1	script-definition	no	-
T_debrief_freepow_getaway	1	script-definition	no	-
T_debrief_freepow_killed	1	script-definition	no	-
T_debrief_freepow_question	1	script-definition	no	-
T_debrief_freepow_successful	1	script-definition	no	-
T_debrief_freeprisoner	1	script-definition	no	-
T_debrief_interrogate	1	script-definition	no	-
T_debrief_interrogate_info	1	script-definition	no	-
T_debrief_interrogate_unsucessful	1	script-definition	no	-
T_debrief_knockout	1	script-definition	no	-
T_debrief_knockout_kill	1	script-definition	no	-
T_debrief_knockout_noeffect	1	script-definition	no	-
T_debrief_knockout_question	1	script-definition	no	-
T_debrief_knockout_unconscious	1	script-definition	no	-
T_debrief_noinfo	1	script-definition	no	-
T_debrief_slightly	2	script-definition	no	-
T_debrief_some_prisoners_killed	1	script-definition	no	-
T_debrief_spy	1	script-definition	no	-
T_debrief_spy_combat	1	script-definition	no	-
T_debrief_spy_prisoner	1	script-definition	no	-
T_debrief_spy_successful	1	script-definition	no	-
T_debrief_spy_unsuccessful	1	script-definition	no	-
T_debrief_steal	1	script-definition	no	-
T_debrief_stealing_combat	1	script-definition	no	-
T_debrief_stealing_prisoner	1	script-definition	no	-
T_debrief_stealing_successful	1	script-definition	no	-
T_debrief_torture	1	script-definition	no	-
T_debrief_torture_info	1	script-definition	no	-
T_debrief_torture_unsucessful	1	script-definition	no	-
T_defensespells	1	script-definition	no	-
T_demand	1	script-definition	no	-
T_disbandhelptext	3	script-definition	no	-
T_diverge_error_message	1	script-definition	no	-
T_dontshowtext	37	script-definition	no	-
T_earth_fyi	1	script-definition	no	-
T_economicreporthelptext	1	script-definition	no	-
T_editor_new_button_help	1	script-definition	no	-
T_elaine	2	script-definition	no	-
T_end_of_combat_question	1	script-definition	no	-
T_end_of_level_text	1	script-definition	no	-
T_endturnhelptext	4	script-definition	no	-
T_enemy_takeover_question	1	script-definition	no	-
T_exit	8	script-definition	no	-
T_exit_button_help	1	script-definition	no	-
T_explain_lucky_survivor	1	script-definition	no	-
T_famereportthelptext	3	script-definition	no	-
T_favor_takeover_question	1	script-definition	no	-
T_filter	1	script-definition	no	-
T_fire_fyi	1	script-definition	no	-
T_flee_area	1	script-definition	no	-
T_fyi_buttonhelp	1	script-definition	no	-
T_fyi_title	1	script-definition	no	-
T_gaidon	1	script-definition	no	-
T_galahad	1	script-definition	no	-
T_gawain	2	script-definition	no	-
T_generalspells	1	script-definition	no	-
T_german_fyi	1	script-definition	no	-
T_gettherehelptext	1	script-definition	no	-
T_gift	1	script-definition	no	-
T_givescept	1	script-definition	no	-
T_globalalehelptext	2	script-definition	no	-
T_globalcrystalshelptext	2	script-definition	no	-
T_globalfamehelptext	2	script-definition	no	-
T_globalgoldhelptext	2	script-definition	no	-
T_globalinitshelptext	1	script-definition	no	-
T_goldreportthelptext	3	script-definition	no	-
T_gotohelptext	1	script-definition	no	-
T_guenever_statue	1	script-definition	no	-
T_guenever_statue_unknown_name	1	script-definition	no	-
T_gunther	2	script-definition	no	-
T_hbarrow	1	script-definition	no	-
T_health	1	script-definition	no	-
T_host_resync_message	1	script-definition	no	-
T_hotkey_title	1	script-definition	no	-
T_initiates_with_multiple_cities	1	script-definition	no	-
T_initiates_with_one_city	1	script-definition	no	-
T_initsreportthelptext	2	script-definition	no	-
T_intelreporthelptext	1	script-definition	no	-
T_keepscept	1	script-definition	no	-
T_lancelot	4	script-definition	no	-
T_last_save	3	script-definition	no	-
T_leaderdesctext	2	script-definition	no	-
T_leave	1	unclassified-residue	no	-
T_leperous_lady	1	script-definition	no	-
T_level	1	script-definition	no	-
T_life_mult_encounter_name	2	script-definition	no	-
T_load_map	2	script-definition	no	-
T_load_map_help	1	script-definition	no	-
T_longmovehelptext	3	script-definition	no	-
T_lou_air_easy	1	script-definition	no	-
T_lou_air_hard	1	script-definition	no	-
T_lou_air_medium	1	script-definition	no	-
T_lou_chaos_easy	1	script-definition	no	-
T_lou_chaos_hard	1	script-definition	no	-
T_lou_chaos_medium	1	script-definition	no	-
T_lou_death	1	script-definition	no	-
T_lou_death_easy	1	script-definition	no	-
T_lou_death_hard	1	script-definition	no	-
T_lou_death_medium	1	script-definition	no	-
T_lou_earth	1	script-definition	no	-
T_lou_earth_easy	1	script-definition	no	-
T_lou_earth_hard	1	script-definition	no	-
T_lou_earth_medium	1	script-definition	no	-
T_lou_fire	1	script-definition	no	-
T_lou_fire_easy	1	script-definition	no	-
T_lou_fire_hard	1	script-definition	no	-
T_lou_fire_medium	1	script-definition	no	-
T_lou_german	1	script-definition	no	-
T_lou_life_easy	1	script-definition	no	-
T_lou_life_hard	1	script-definition	no	-
T_lou_life_medium	1	script-definition	no	-
T_lou_order	1	script-definition	no	-
T_lou_order_easy	1	script-definition	no	-
T_lou_order_hard	1	script-definition	no	-
T_lou_order_medium	1	script-definition	no	-
T_lou_water_easy	1	script-definition	no	-
T_lou_water_hard	1	script-definition	no	-
T_lou_water_medium	1	script-definition	no	-
T_lvl	7	script-definition	no	-
T_mage_text	1	script-definition	no	-
T_mages_dependent_on_level	1	script-definition	no	-
T_mageselecttext	1	script-definition	no	-
T_magistratehelptext	1	script-definition	no	-
T_markethelptext	1	script-definition	no	-
T_maxlevel	1	script-definition	no	-
T_maxlvl	1	script-definition	no	-
T_memwarningstr1	1	script-definition	no	-
T_memwarningstr2	1	script-definition	no	-
T_memwarningtitle	1	script-definition	no	-
T_merlin	4	script-definition	no	-
T_military	3	script-definition	no	-
T_modem_game_name	1	script-definition	no	-
T_modem_title	1	script-definition	no	-
T_nascien	1	script-definition	no	-
T_netgmdlg_title	1	script-definition	no	-
T_new_game	5	script-definition	no	-
T_new_scenario	3	script-definition	no	-
T_nexthelptext	1	script-definition	no	-
T_nimue	1	script-definition	no	-
T_no	1	script-definition	no	-
T_no_spawn_monsters	1	script-definition	no	-
T_order_aimed_attack	1	script-definition	no	-
T_order_berserk	1	script-definition	no	-
T_order_cast_breath	1	script-definition	no	-
T_order_defend	1	script-definition	no	-
T_order_detect_thief	1	script-definition	no	-
T_order_execute	1	script-definition	no	-
T_order_free_prisoner	1	script-definition	no	-
T_order_fyi	1	script-definition	no	-
T_order_group_attack	1	script-definition	no	-
T_order_group_defend	1	script-definition	no	-
T_order_group_missile	1	script-definition	no	-
T_order_group_subdue	1	script-definition	no	-
T_order_interrogate	1	script-definition	no	-
T_order_knockout	1	script-definition	no	-
T_order_legend_champion_Balin	1	script-definition	no	-
T_order_moveto	1	script-definition	no	-
T_order_mult_entrance	1	script-definition	no	-
T_order_normal_attack	1	script-definition	no	-
T_order_rally	1	script-definition	no	-
T_order_spit_web	1	script-definition	no	-
T_order_stealth	1	script-definition	no	-
T_order_subdue_attack	1	script-definition	no	-
T_order_surrender	1	script-definition	no	-
T_order_torture	1	script-definition	no	-
T_order_transfer_artifacts	1	script-definition	no	-
T_order_use_left_artifact	1	script-definition	no	-
T_order_use_right_artifact	1	script-definition	no	-
T_order_view_building	1	script-definition	no	-
T_outinworld2helptext	1	script-definition	no	-
T_outinworldhelptext	1	script-definition	no	-
T_overlandspells	1	script-definition	no	-
T_pagedownhelptext	3	script-definition	no	-
T_pageuphelptext	3	script-definition	no	-
T_panel10atext	2	script-definition	no	-
T_panel10text	2	script-definition	no	-
T_panel11text	2	script-definition	no	-
T_panel12text	2	script-definition	no	-
T_panel13text	2	script-definition	no	-
T_panel14text	1	script-definition	no	-
T_panel15text	1	script-definition	no	-
T_panel16text	1	script-definition	no	-
T_panel4text	2	script-definition	no	-
T_panel5text	2	script-definition	no	-
T_panel6text	2	script-definition	no	-
T_panel7atext	2	script-definition	no	-
T_panel7btext	2	script-definition	no	-
T_panel7ctext	2	script-definition	no	-
T_panel8text	2	script-definition	no	-
T_panel9text	2	script-definition	no	-
T_panelSH11text	1	script-definition	no	-
T_panelSH6text	1	script-definition	no	-
T_panelSH7atext	1	script-definition	no	-
T_panelSH7btext	1	script-definition	no	-
T_panelSH7ctext	1	script-definition	no	-
T_panelSH8text	1	script-definition	no	-
T_parziful	1	script-definition	no	-
T_pellinor	1	script-definition	no	-
T_place	1	script-definition	no	-
T_plea	1	script-definition	no	-
T_points	3	script-definition	no	-
T_politicalreportthelptext	1	script-definition	no	-
T_prevhelptext	1	script-definition	no	-
T_prisoner_cant_interrogate_message	1	script-definition	no	-
T_prisoner_cant_torture_message	1	script-definition	no	-
T_quest_buffer_buttonhelp	1	script-definition	no	-
T_reforge	1	script-definition	no	-
T_regin	3	script-definition	no	-
T_remote_resync_message	1	script-definition	no	-
T_request	1	script-definition	no	-
T_researchhelptext	1	script-definition	no	-
T_restart	4	script-definition	no	-
T_resthelptext	1	script-definition	no	-
T_resync_not_possible_message	2	script-definition	no	-
T_robbed_message	1	script-definition	no	-
T_save_map_help	1	script-definition	no	-
T_scenario_air_description	1	script-definition	no	-
T_scenario_air_name	1	script-definition	no	-
T_scenario_chaos_description	1	script-definition	no	-
T_scenario_chaos_name	1	script-definition	no	-
T_scenario_death_altarofsacrifice_cantuse1	1	script-definition	no	-
T_scenario_death_altarofsacrifice_cantuse2	1	script-definition	no	-
T_scenario_death_altarofsacrifice_enter	1	script-definition	no	-
T_scenario_death_altarofsacrifice_used	1	script-definition	no	-
T_scenario_death_caves_enter1	1	script-definition	no	-
T_scenario_death_caves_enter2	1	script-definition	no	-
T_scenario_death_caves_enter3	1	script-definition	no	-
T_scenario_death_caves_enter4	1	script-definition	no	-
T_scenario_death_caves_enter5	1	script-definition	no	-
T_scenario_death_caves_enter6	1	script-definition	no	-
T_scenario_death_caves_name	1	script-definition	no	-
T_scenario_death_description	1	script-definition	no	-
T_scenario_death_easystatue_enter	1	script-definition	no	-
T_scenario_death_easystatue_win	1	script-definition	no	-
T_scenario_death_encounter2_name	1	script-definition	no	-
T_scenario_death_encounter2_unknown_name	1	script-definition	no	-
T_scenario_death_encounter3_name	1	script-definition	no	-
T_scenario_death_encounter3_unknown_name	1	script-definition	no	-
T_scenario_death_encounter4a_name	1	script-definition	no	-
T_scenario_death_encounter4a_unknown_name	1	script-definition	no	-
T_scenario_death_encounter4bc_name	2	script-definition	no	-
T_scenario_death_encounter4bc_unknown_name	2	script-definition	no	-
T_scenario_death_encounter5_name	1	script-definition	no	-
T_scenario_death_encounter5_unknown_name	1	script-definition	no	-
T_scenario_death_gendeath_name	1	script-definition	no	-
T_scenario_death_gendeath_unknown_name	1	script-definition	no	-
T_scenario_death_golgotgha_dream	1	script-definition	no	-
T_scenario_death_greattemple_name	1	script-definition	no	-
T_scenario_death_hardstatue_enter	1	script-definition	no	-
T_scenario_death_hardstatue_win	1	script-definition	no	-
T_scenario_death_king_comeback	1	script-definition	no	-
T_scenario_death_king_enter	1	script-definition	no	-
T_scenario_death_king_give	1	script-definition	no	-
T_scenario_death_king_keep	1	script-definition	no	-
T_scenario_death_king_noleader	1	script-definition	no	-
T_scenario_death_king_noscept	1	script-definition	no	-
T_scenario_death_lichcave_enter	1	script-definition	no	-
T_scenario_death_lichcave_noleader	1	script-definition	no	-
T_scenario_death_lichcave_win	1	script-definition	no	-
T_scenario_death_liqueen_enter	2	script-definition	no	-
T_scenario_death_name	1	script-definition	no	-
T_scenario_earth_Accoust_ThiefName	2	script-definition	no	-
T_scenario_earth_Aegir	1	script-definition	no	-
T_scenario_earth_Animal	2	script-definition	no	-
T_scenario_earth_Animal_Exit	2	script-definition	no	-
T_scenario_earth_Barracks	1	script-definition	no	-
T_scenario_earth_Barracks_Win	1	script-definition	no	-
T_scenario_earth_Barrows1	1	script-definition	no	-
T_scenario_earth_Barrows2	1	script-definition	no	-
T_scenario_earth_Barrows_Passage	1	script-definition	no	-
T_scenario_earth_Barrows_Win1	1	script-definition	no	-
T_scenario_earth_Barrows_Win2	1	script-definition	no	-
T_scenario_earth_ElvenFortress	1	script-definition	no	-
T_scenario_earth_ElvenFortress_Win	1	script-definition	no	-
T_scenario_earth_ElvenGolMine	1	script-definition	no	-
T_scenario_earth_ElvenGolMine_Win	1	script-definition	no	-
T_scenario_earth_GrendelLair	1	script-definition	no	-
T_scenario_earth_GrendelLair_Win	1	script-definition	no	-
T_scenario_earth_Hermod_Exit1	3	script-definition	no	-
T_scenario_earth_Hermod_Exit2	3	script-definition	no	-
T_scenario_earth_Hermod_Flee	2	script-definition	no	-
T_scenario_earth_Hermod_Lock	1	script-definition	no	-
T_scenario_earth_Hermod_Open1	1	script-definition	no	-
T_scenario_earth_Hermod_Open2	2	script-definition	no	-
T_scenario_earth_Hermod_Open3	2	script-definition	no	-
T_scenario_earth_Home	1	script-definition	no	-
T_scenario_earth_Home_name	1	script-definition	no	-
T_scenario_earth_Hrothgar	1	script-definition	no	-
T_scenario_earth_Hrothgar_Win	1	script-definition	no	-
T_scenario_earth_OrcCaves11	1	script-definition	no	-
T_scenario_earth_OrcCaves12	1	script-definition	no	-
T_scenario_earth_OrcCaves13	1	script-definition	no	-
T_scenario_earth_OrcCaves2	1	script-definition	no	-
T_scenario_earth_OrcCaves2_CombatExit	1	script-definition	no	-
T_scenario_earth_OrcCaves31	1	script-definition	no	-
T_scenario_earth_OrcCaves32	1	script-definition	no	-
T_scenario_earth_OrcCaves33	1	script-definition	no	-
T_scenario_earth_OrcCaves3_CombatExit	1	script-definition	no	-
T_scenario_earth_OrcCity1	1	script-definition	no	-
T_scenario_earth_OrcCity1Exit	1	script-definition	no	-
T_scenario_earth_OrcCity2	1	script-definition	no	-
T_scenario_earth_OrcCity2Exit	1	script-definition	no	-
T_scenario_earth_OrcWarrior	1	script-definition	no	-
T_scenario_earth_OrcWarriorName	1	script-definition	no	-
T_scenario_earth_OrcWarrior_Win	1	script-definition	no	-
T_scenario_earth_OrderTemple	1	script-definition	no	-
T_scenario_earth_OrderTempleB	1	script-definition	no	-
T_scenario_earth_OrderTempleB_Attack_Exit	1	script-definition	no	-
T_scenario_earth_OrderTemple_Attack	1	script-definition	no	-
T_scenario_earth_OrderTemple_Attack_Exit	1	script-definition	no	-
T_scenario_earth_OrderTemple_Exit	1	script-definition	no	-
T_scenario_earth_Pantry	1	script-definition	no	-
T_scenario_earth_Pantry_Win	1	script-definition	no	-
T_scenario_earth_Plainmen_FighterName	1	script-definition	no	-
T_scenario_earth_Recluse1	1	script-definition	no	-
T_scenario_earth_Recluse2	1	script-definition	no	-
T_scenario_earth_Recluse_Win	1	script-definition	no	-
T_scenario_earth_RuinedFort	1	script-definition	no	-
T_scenario_earth_RuinedFort_Win	1	script-definition	no	-
T_scenario_earth_Ships_FighterName	2	script-definition	no	-
T_scenario_earth_Ships_ThiefName	2	script-definition	no	-
T_scenario_earth_Ships_WizardName	2	script-definition	no	-
T_scenario_earth_SpiderWebs0	1	script-definition	no	-
T_scenario_earth_SpiderWebs1	1	script-definition	no	-
T_scenario_earth_SpiderWebs2	1	script-definition	no	-
T_scenario_earth_SwampCaves0	1	script-definition	no	-
T_scenario_earth_SwampCaves1	1	script-definition	no	-
T_scenario_earth_SwampCaves2	1	script-definition	no	-
T_scenario_earth_Thieves	1	script-definition	no	-
T_scenario_earth_Thieves_Win	1	script-definition	no	-
T_scenario_earth_TrollCave11	5	script-definition	no	-
T_scenario_earth_TrollCave12	5	script-definition	no	-
T_scenario_earth_TrollCave13	5	script-definition	no	-
T_scenario_earth_TrollCave2	1	script-definition	no	-
T_scenario_earth_TrollCave3	1	script-definition	no	-
T_scenario_earth_TrollCave_Win2	1	script-definition	no	-
T_scenario_earth_TrollCave_Win4	1	script-definition	no	-
T_scenario_earth_Vyrm	1	script-definition	no	-
T_scenario_earth_VyrmAttack	2	script-definition	no	-
T_scenario_earth_WizardTower	1	script-definition	no	-
T_scenario_earth_WizardTower_Win	1	script-definition	no	-
T_scenario_earth_accosted_elves_name	1	script-definition	no	-
T_scenario_earth_accosted_elves_unknown_name	1	script-definition	no	-
T_scenario_earth_animal_den1_name	1	script-definition	no	-
T_scenario_earth_animal_den1_unknown_name	1	script-definition	no	-
T_scenario_earth_animal_den2_name	1	script-definition	no	-
T_scenario_earth_animal_den2_unknown_name	1	script-definition	no	-
T_scenario_earth_barrows_name	2	script-definition	no	-
T_scenario_earth_description	1	script-definition	no	-
T_scenario_earth_earth_encounter_name	1	script-definition	no	-
T_scenario_earth_earth_encounter_unknown_name	1	script-definition	no	-
T_scenario_earth_east_village_name	2	script-definition	no	-
T_scenario_earth_elven_city_name	1	script-definition	no	-
T_scenario_earth_elven_fortress_name	1	script-definition	no	-
T_scenario_earth_elven_gold_mine	1	script-definition	no	-
T_scenario_earth_elven_gold_mine_unknown_name	1	script-definition	no	-
T_scenario_earth_elven_parties_name	1	script-definition	no	-
T_scenario_earth_gentroll_name	1	script-definition	no	-
T_scenario_earth_gentroll_unknown_name	1	script-definition	no	-
T_scenario_earth_grendels_lair_name	1	script-definition	no	-
T_scenario_earth_grendels_lair_unknown_name	1	script-definition	no	-
T_scenario_earth_hermods_barrow_name	2	script-definition	no	-
