name	entry_point	behaviour	boundary	instructions	decoded_extent_bytes	arity	arity_candidates	nominal_arity	declared_arity	arity_agrees	loop_carried_operands	operand_state_cap_hit	helper_pops	helper_pushes	inline_pops	inline_pushes	calls	call_targets	tail_calls	indirect_calls	virtual_call_slots	globals_read	constant_refs	globals_written	pointer_write_addresses	global_addresses	constant_addresses	string_refs	import_kinds_at_depth	state_write_depth	calls_mutating_method	direct_imports
createtreaty	0x0050a630	unknown	complete	176	486	-	0,1,2,3	3	3	yes	no	no	0	0	3	0	5	0x4026a0,0x404ab0,0x4d41c0,0x4d4550,0x50a4b0	0	0	-	0	2	0	-	-	0x573914,0x573934	2	file-io@5,archive@4,memory@5,thread@4,window-input@2,time@2,other@2	1	yes	-
createvirtualarmy	0x0044cf20	mutates-state	complete	138	443	-	0,1	1	1	yes	no	no	0	0	1	1	9	0x4026a0,0x404ab0,0x411610,0x482ac0,0x4d4550,0x505110,0x533864,0x5394d0,0x539610	0	2	-	6	1	2	-	0x556168,0x5572ec,0x55b1b0,0x584ae8,0x5869f4,0x5869f4,0x5aa12c,0x5aa12c	0x555130	1	file-io@1,archive@0,memory@3,thread@2,window-input@3,time@3,other@3	0	yes	STORM.dll!#401
crop	0x00493a90	mutates-state	complete	163	552	-	1,2,3,4,5	5	1	NO	no	no	5	0	0	1	6	0x4026a0,0x40adb0,0x491c20,0x4925f0,0x4d41c0,0x4d4550	0	0	-	2	1	1	-	0x583650,0x583650,0x5a7b50	0x55c598	1	file-io@5,archive@1,memory@5,thread@4,window-input@2,time@2,other@2	0	yes	-
currentai	0x00520350	reads-state	complete	21	78	0	0	0	0	yes	no	no	0	0	0	1	1	0x4d4550	0	0	-	1	0	0	-	0x573be0	-	0	file-io@5,archive@5,memory@6,thread@4,window-input@3,time@3,other@3	3	no	-
currentarmy	0x0052d580	reads-state	complete	24	92	0	0	0	0	yes	no	no	0	0	0	1	2	0x4d4550,0x52d140	0	0	-	2	0	0	-	0x5a7d8c,0x5a7d90	-	0	file-io@5,archive@5,memory@6,thread@4,window-input@3,time@3,other@3	3	yes	-
currentarmyunitbits	0x0052d5e0	reads-state	complete	24	92	0	0	0	0	yes	no	no	0	0	0	1	2	0x4d4550,0x52d190	0	0	-	2	0	0	-	0x5a7d8c,0x5a7d90	-	0	file-io@5,archive@5,memory@6,thread@4,window-input@3,time@3,other@3	3	yes	-
currentbuilding	0x00440e30	reads-state	complete	24	92	0	0	0	0	yes	no	no	0	0	0	1	2	0x4d4550,0x52d110	0	0	-	2	0	0	-	0x5a7d8c,0x5a7d90	-	0	file-io@5,archive@5,memory@6,thread@4,window-input@3,time@3,other@3	3	yes	-
currentcity	0x0052d520	reads-state	complete	24	92	0	0	0	0	yes	no	no	0	0	0	1	2	0x4d4550,0x52d0e0	0	0	-	2	0	0	-	0x5a7d8c,0x5a7d90	-	0	file-io@5,archive@5,memory@6,thread@4,window-input@3,time@3,other@3	3	yes	-
currentcombinedarmy	0x0052f7d0	reads-state	complete	51	153	0	0	0	0	yes	no	no	0	0	0	2	1	0x4d4550	0	0	-	4	0	0	-	0x5a7d8c,0x5a7d90,0x5aa7d4,0x5aadb0	-	0	file-io@5,archive@5,memory@6,thread@4,window-input@3,time@3,other@3	3	no	-
currentdialog	0x00490810	reads-state	complete	21	78	0	0	0	0	yes	no	no	0	0	0	1	1	0x4d4550	0	0	-	1	0	0	-	0x5a79bc	-	0	file-io@5,archive@5,memory@6,thread@4,window-input@3,time@3,other@3	3	no	-
currentdialogitem	0x00490860	reads-state	complete	21	78	0	0	0	0	yes	no	no	0	0	0	1	1	0x4d4550	0	0	-	1	0	0	-	0x5a79c0	-	0	file-io@5,archive@5,memory@6,thread@4,window-input@3,time@3,other@3	3	no	-
currentdict	0x004c9e80	operand-only	complete	23	81	0	0	0	0	yes	no	no	0	0	0	1	1	0x4d4550	0	0	-	0	0	0	-	-	-	0	file-io@5,archive@5,memory@6,thread@4,window-input@3,time@3,other@3	3	no	-
currentplay	0x00464ca0	reads-state	complete	41	131	0	0	0	0	yes	no	no	0	0	0	1	1	0x4d4550	0	0	-	1	0	0	-	0x5577c8	-	0	file-io@5,archive@5,memory@6,thread@4,window-input@3,time@3,other@3	3	no	-
currentplayer	0x004e3e50	reads-state	complete	21	78	0	0	0	0	yes	no	no	0	0	0	1	1	0x4d4550	0	0	-	1	0	0	-	0x5cc9d4	-	0	file-io@5,archive@5,memory@6,thread@4,window-input@3,time@3,other@3	3	no	-
currentscenario	0x004c8f30	reads-state	complete	21	78	0	0	0	0	yes	no	no	0	0	0	1	1	0x4d4550	0	0	-	1	0	0	-	0x5af0e0	-	0	file-io@5,archive@5,memory@6,thread@4,window-input@3,time@3,other@3	3	no	-
currentscreen	0x004e4000	reads-state	complete	23	86	0	0	0	0	yes	no	no	0	0	0	1	1	0x4d4550	0	0	-	2	0	0	-	0x5a7d8c,0x5a8078	-	0	file-io@5,archive@5,memory@6,thread@4,window-input@3,time@3,other@3	3	no	-
currentselectioncanmove?	0x00530330	reads-state	complete	26	96	0	0	0	0	yes	no	no	0	0	0	1	2	0x4d4550,0x530250	0	0	-	2	0	0	-	0x5a7d8c,0x5a7d90	-	0	file-io@5,archive@5,memory@6,thread@4,window-input@3,time@3,other@3	2	yes	-
currentterrainsprite	0x0052f5f0	reads-state	complete	21	78	0	0	0	0	yes	no	no	0	0	0	1	1	0x4d4550	0	0	-	1	0	0	-	0x5aec24	-	0	file-io@5,archive@5,memory@6,thread@4,window-input@3,time@3,other@3	3	no	-
currentturn	0x0050b720	reads-state	complete	21	78	0	0	0	0	yes	no	no	0	0	0	1	1	0x4d4550	0	0	-	1	0	0	-	0x5af130	-	0	file-io@5,archive@5,memory@6,thread@4,window-input@3,time@3,other@3	3	no	-
currentunitsexpense	0x004be640	unknown	complete	184	535	-	0,1,2	2	2	yes	no	no	0	0	2	3	4	0x4026a0,0x404ab0,0x4be000,0x4d4550	0	0	-	0	0	0	-	-	-	0	file-io@5,archive@5,memory@6,thread@4,window-input@3,time@3,other@3	2	no	-
currentuser	0x004e3df0	reads-state	complete	23	86	0	0	0	0	yes	no	no	0	0	0	1	1	0x4d4550	0	0	-	2	0	0	-	0x5a7d8c,0x5a7d90	-	0	file-io@5,archive@5,memory@6,thread@4,window-input@3,time@3,other@3	3	no	-
cvf	0x004cbf50	unknown	complete	70	11948	-	0,1	1	1	yes	no	no	0	0	1	1	3	0x4d4550,0x5394a0,0x53b640	0	0	-	0	1	0	-	-	0x54dd10	0	file-io@5,archive@5,memory@4,thread@4,window-input@3,time@3,other@3	3	no	-
cvi	0x004cbef0	unknown	complete	73	10980	-	0,1	1	1	yes	no	no	0	0	1	1	3	0x4d4550,0x5394a0,0x53b630	0	0	-	0	0	0	-	-	-	0	file-io@5,archive@5,memory@5,thread@4,window-input@3,time@3,other@3	3	no	-
cvlit	0x004cbf30	operand-only	complete	51	12942	-	0,1	1	1	yes	no	no	0	0	1	1	1	0x4d4550	0	0	-	0	0	0	-	-	-	0	file-io@5,archive@5,memory@6,thread@4,window-input@3,time@3,other@3	3	no	-
cvn	0x004cbf00	file-or-resource-io	complete	176	11508	-	0,1	1	1	yes	no	no	0	0	1	1	3	0x4d4550,0x53385e,0x533864	0	0	-	0	1	0	-	-	0x555130	1	file-io@5,archive@0,memory@6,thread@4,window-input@3,time@3,other@3	3	yes	STORM.dll!#401,STORM.dll!#403
cvr	0x004cbf10	unknown	complete	71	11743	-	0,1	1	1	yes	no	no	0	0	1	1	2	0x4d4550,0x53b640	0	0	-	0	2	0	-	-	0x54dd18,0x54dd20	0	file-io@5,archive@5,memory@4,thread@4,window-input@3,time@3,other@3	3	no	-
cvs	0x004cbf20	reads-state	complete	211	12736	-	0,1,2	2	2	yes	no	no	0	0	2	2	4	0x4cee20,0x4d1a80,0x4d4550,0x53a090	0	0	-	3	3	0	-	0x55e350,0x55e360,0x55e364	0x54dd18,0x55e340,0x55e354	2	file-io@4,archive@5,memory@5,thread@3,window-input@3,time@3,other@3	3	yes	-
cvx	0x004cbf40	operand-only	complete	51	13086	-	0,1	1	1	yes	no	no	0	0	1	1	1	0x4d4550	0	0	-	0	0	0	-	-	-	0	file-io@5,archive@5,memory@6,thread@4,window-input@3,time@3,other@3	3	no	-
debug	0x004cbe90	floating-point	complete	59	23535	-	0,1	1	1	yes	no	no	0	0	1	0	2	0x4d4550,0x5394a0	0	0	-	0	0	0	-	-	-	0	file-io@5,archive@5,memory@6,thread@4,window-input@3,time@3,other@3	3	no	-
debugbuild?	0x004b5af0	operand-only	complete	21	74	0	0	0	0	yes	no	no	0	0	0	1	1	0x4d4550	0	0	-	0	0	0	-	-	-	0	file-io@5,archive@5,memory@6,thread@4,window-input@3,time@3,other@3	3	no	-
decmultiplayeroption	0x004b2240	reads-state	complete	65	193	-	0,1	1	1	yes	no	no	0	0	1	0	3	0x4b1db0,0x4d4550,0x5394a0	0	0	-	1	0	0	-	0x5aa64c	-	0	file-io@5,archive@5,memory@6,thread@4,window-input@3,time@3,other@3	1	yes	-
decodebarter	0x004331e0	unknown	complete	128	401	-	0,1	1	1	yes	no	no	0	0	1	4	4	0x4026a0,0x404ab0,0x432b30,0x4d4550	0	0	-	0	0	0	-	-	-	0	file-io@5,archive@5,memory@6,thread@4,window-input@3,time@3,other@3	3	no	-
decrement	0x004ccc50	operand-only	complete	124	18319	-	0,1	1	1	yes	no	no	0	0	1	0	1	0x4d4550	0	0	-	0	0	0	-	-	-	0	file-io@5,archive@5,memory@6,thread@4,window-input@3,time@3,other@3	3	no	-
decrementstartingline	0x00497fd0	unknown	complete	29	99	1	1	1	1	yes	no	no	0	0	0	1	3	0x497e00,0x498040,0x4d4550	0	0	-	0	0	0	-	-	-	0	file-io@5,archive@5,memory@6,thread@4,window-input@3,time@3,other@3	3	no	-
def	0x004ca180	unknown	complete	148	440	-	0,1,2	2	2	yes	no	no	0	0	2	0	2	0x404ab0,0x4d4550	0	0	-	0	0	0	-	-	-	0	file-io@5,archive@5,memory@6,thread@4,window-input@3,time@3,other@3	3	no	-
defaultfringe	0x004ab530	mutates-state	complete	59	181	-	0,1	1	1	yes	no	no	0	0	1	0	3	0x4d41c0,0x4d4550,0x5394a0	0	0	-	0	1	1	-	0x5ae9a8	0x55cbf4	1	file-io@5,archive@4,memory@5,thread@4,window-input@2,time@2,other@2	0	yes	-
defendarmy	0x00465d80	reads-state	complete	106	304	-	0,1,2	2	2	yes	no	no	0	0	2	0	5	0x4026a0,0x404ab0,0x404ee0,0x482ac0,0x4d4550	0	0	-	1	0	0	-	0x5aa12c	-	0	file-io@5,archive@5,memory@6,thread@4,window-input@3,time@3,other@3	3	yes	-
defenderlost?	0x00461950	reads-state	complete	27	96	0	0	0	0	yes	no	no	0	0	0	1	2	0x4d4550,0x50b9d0	0	0	-	2	0	0	-	0x5aa12c,0x5aadb0	-	0	file-io@5,archive@5,memory@6,thread@4,window-input@3,time@3,other@3	3	yes	-
defendingcitycornerwalldirection	0x00459310	reads-state	complete	23	84	0	0	0	0	yes	no	no	0	0	0	1	2	0x4551a0,0x4d4550	0	0	-	1	0	0	-	0x5ae8e8	-	0	file-io@5,archive@5,memory@6,thread@4,window-input@3,time@3,other@3	3	yes	-
defendingcityfaith	0x004591b0	reads-state	complete	21	78	0	0	0	0	yes	no	no	0	0	0	1	1	0x4d4550	0	0	-	1	0	0	-	0x5ae914	-	0	file-io@5,archive@5,memory@6,thread@4,window-input@3,time@3,other@3	3	no	-
defendingcityfrontwalldirection	0x00459250	reads-state	complete	23	84	0	0	0	0	yes	no	no	0	0	0	1	2	0x4551a0,0x4d4550	0	0	-	1	0	0	-	0x5ae8e8	-	0	file-io@5,archive@5,memory@6,thread@4,window-input@3,time@3,other@3	3	yes	-
defendingcitysidewalldirection	0x004592b0	reads-state	complete	23	84	0	0	0	0	yes	no	no	0	0	0	1	2	0x4551a0,0x4d4550	0	0	-	1	0	0	-	0x5ae8e8	-	0	file-io@5,archive@5,memory@6,thread@4,window-input@3,time@3,other@3	3	yes	-
defendingcitywalllevel	0x00459200	reads-state	complete	21	78	0	0	0	0	yes	no	no	0	0	0	1	1	0x4d4550	0	0	-	1	0	0	-	0x5ae918	-	0	file-io@5,archive@5,memory@6,thread@4,window-input@3,time@3,other@3	3	no	-
defensivemultitargetloc	0x00409940	reads-state	complete	118	356	-	0,1,2	2	2	yes	no	no	0	0	2	2	5	0x4026a0,0x404ab0,0x409840,0x4d4550,0x4efe80	0	0	-	2	0	0	-	0x5ae958,0x5aee6c	-	0	file-io@5,archive@5,memory@6,thread@4,window-input@3,time@3,other@3	3	yes	-
deletearmynow	0x004e6fe0	reads-state	complete	13	38	1	1	1	1	yes	no	no	1	0	0	0	2	0x41be40,0x483be0	0	0	-	1	0	0	-	0x5aa12c	-	0	file-io@6,archive@5,memory@6,thread@5,window-input@3,time@3,other@2	2	no	-
deselectfaith	0x004b5b40	reads-state	complete	17	50	0	0	0	0	yes	no	no	0	0	0	0	2	0x4b7b10,0x4b7dd0	0	0	-	2	0	0	-	0x5aa12c,0x5d1e84	-	0	time@6	2	no	-
destroyartifact	0x0042ace0	unknown	complete	152	473	-	0,1,2,3	3	3	yes	no	no	1	0	2	0	9	0x4026a0,0x404ab0,0x41be40,0x428110,0x4282a0,0x428840,0x4d41c0,0x4d4550,0x5394a0	0	0	-	0	2	0	-	-	0x555da0,0x555df8	2	file-io@5,archive@4,memory@5,thread@4,window-input@2,time@2,other@2	1	yes	-
destroyartifacttype	0x0042b0a0	unknown	complete	154	482	-	0,1,2,3	3	3	yes	no	no	1	0	2	0	9	0x4026a0,0x404ab0,0x41be40,0x428110,0x4282a0,0x42aec0,0x4d41c0,0x4d4550,0x5394a0	0	0	-	0	2	0	-	-	0x555da0,0x555df8	2	file-io@5,archive@4,memory@5,thread@4,window-input@2,time@2,other@2	1	yes	-
destroybuilding	0x004403a0	reads-state	complete	62	191	-	0,1	1	1	yes	no	no	0	0	1	0	5	0x43dd50,0x482ac0,0x4d41c0,0x4d4550,0x5394a0	0	0	-	1	1	0	-	0x5aa12c	0x5566cc	1	file-io@5,archive@4,memory@5,thread@4,window-input@2,time@2,other@2	2	yes	-
destroycity	0x0044fc10	reads-state	complete	63	195	-	0,1	1	1	yes	no	no	0	0	1	0	5	0x44f4a0,0x482ac0,0x4d41c0,0x4d4550,0x5394a0	0	0	-	1	1	0	-	0x5aa12c	0x5573b8	1	file-io@5,archive@4,memory@5,thread@4,window-input@2,time@2,other@2	2	yes	-
destroyterrainsprite	0x0050ddd0	reads-state	complete	56	177	-	0,1	1	1	yes	no	no	0	0	1	0	4	0x482ac0,0x483be0,0x4d4550,0x5394a0	0	0	-	1	0	0	-	0x5aa12c	-	0	file-io@5,archive@5,memory@6,thread@4,window-input@3,time@3,other@2	2	yes	-
detectthief	0x00507340	reads-state	complete	18	54	1	1	1	1	yes	no	no	1	0	0	0	3	0x41be40,0x4c2330,0x507260	0	0	-	1	0	0	-	0x5aa12c	-	0	file-io@6,archive@5,memory@6,thread@5,window-input@3,time@3,other@3	2	no	-
dialog	0x0048f720	reads-state	complete	61	198	-	0,1	1	1	yes	no	no	0	0	1	1	3	0x4d4550,0x5004f0,0x5394a0	0	0	-	1	0	0	-	0x584ae8	-	0	file-io@5,archive@2,memory@6,thread@4,window-input@3,time@3,other@3	3	yes	-
dialoginfo	0x0048f970	mutates-state	complete	231	647	-	1,2,3,4,5,6,7,8	8	3	NO	no	no	6	0	2	0	11	0x4026a0,0x404ab0,0x40adb0,0x48d760,0x48d810,0x48ea90,0x48eb00,0x4d41c0,0x4d4550,0x5005f0,0x505750	0	0	-	1	2	1	-	0x584ae8,0x5aa128	0x55c384,0x55c3a8	2	file-io@5,archive@4,memory@5,thread@4,window-input@2,time@2,other@2	0	yes	-
dialogisopen?	0x00505830	reads-state	complete	63	202	-	0,1	1	1	yes	no	no	0	0	1	1	3	0x4d4550,0x505750,0x5394a0	0	0	-	1	0	0	-	0x584ae8	-	0	file-io@5,archive@5,memory@6,thread@4,window-input@3,time@3,other@3	3	yes	-
dialogposition	0x004900c0	reads-state	complete	148	454	-	0,1,2,3	3	3	yes	no	no	0	0	3	0	7	0x4026a0,0x404ab0,0x490290,0x4d41c0,0x4d4550,0x5005f0,0x5394a0	0	0	-	1	2	0	-	0x584ae8	0x55c39c,0x55c440	2	file-io@5,archive@4,memory@5,thread@4,window-input@2,time@2,other@2	2	yes	-
dialogtimeout	0x004ffe10	mutates-state	complete	61	186	-	0,1	1	1	yes	no	no	0	0	1	0	2	0x4d4550,0x5394a0	0	0	-	0	0	1	-	0x5aa11c	-	0	file-io@5,archive@5,memory@6,thread@4,window-input@3,time@0,other@3	0	no	KERNEL32.dll!GetTickCount
dict	0x004ca7c0	file-or-resource-io	complete	116	28859	-	0,1	1	1	yes	no	no	0	0	1	1	2	0x4d3110,0x4d4550	0	0	-	0	0	0	-	-	-	0	file-io@5,archive@1,memory@6,thread@4,window-input@3,time@3,other@3	3	no	-
diffuselight	0x0046a900	reads-state	complete	160	503	-	0,1,2,3,4	4	4	yes	no	no	0	0	4	0	5	0x4026a0,0x404ab0,0x469f40,0x4d4550,0x504ce0	0	0	-	2	0	0	-	0x584ae8,0x5876d0	-	0	file-io@5,archive@2,memory@6,thread@3,graphics@6,window-input@3,time@2,other@2	1	yes	-
dir	0x004cc5b0	file-or-resource-io	complete	252	3605	-	1,2	2	2	yes	no	no	1	3	1	3	11	0x404ab0,0x40adb0,0x41d1d0,0x4cee20,0x4d41c0,0x4d4550,0x53a220,0x53aa30,0x53af20,0x53b050,0x53b4c0	0	0	-	2	6	0	-	0x55e260,0x55e264	0x55e1e4,0x55e20c,0x55e230,0x55e268,0x55e280,0x55e298	6	file-io@1,archive@4,memory@4,thread@2,window-input@2,time@2,other@1	2	yes	-
dirtyrecttestflags	0x004d9bb0	mutates-state	complete	57	174	-	0,1	1	1	yes	no	no	0	0	1	0	2	0x4d4550,0x5394a0	0	0	-	0	0	1	-	0x5d2098	-	0	file-io@5,archive@5,memory@6,thread@4,window-input@3,time@3,other@3	0	no	-
disablearrowkeys	0x005047c0	mutates-state	complete	2	11	0	0	0	0	yes	no	no	0	0	0	0	0	-	0	0	-	0	0	1	-	0x5a79e0	-	0	-	0	no	-
disablehotkeys	0x004b2fe0	mutates-state	complete	2	11	0	0	0	0	yes	no	no	0	0	0	0	0	-	0	0	-	0	0	1	-	0x584cd0	-	0	-	0	no	-
disablemap	0x00486b10	mutates-state	complete	5	31	0	0	0	0	yes	no	no	0	0	0	0	1	0x473930	0	0	-	1	0	2	-	0x5a79e0,0x5a9e04,0x5af180	-	0	-	0	yes	-
disablescriptwindow	0x005043e0	mutates-state	complete	2	11	0	0	0	0	yes	no	no	0	0	0	0	0	-	0	0	-	0	0	1	-	0x584d64	-	0	-	0	no	-
disablespell	0x004f04e0	reads-state	complete	53	167	-	0,1	1	1	yes	no	no	0	0	1	0	3	0x4d4550,0x4efe80,0x5394a0	0	0	-	1	0	0	-	0x5aee6c	-	0	file-io@5,archive@5,memory@6,thread@4,window-input@3,time@3,other@3	3	yes	-
disconnect	0x004b6010	reads-state	complete	2	10	0	0	0	0	yes	no	no	0	0	0	0	0	0x4b64d0	1	0	-	1	0	0	-	0x5cd358	-	0	-	1	yes	-
discoveralarm	0x0040e560	reads-state	complete	192	621	-	1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16	-	2	yes	yes	yes	3	0	1	2	9	0x4026a0,0x404ab0,0x40adb0,0x40dcd0,0x40dcf0,0x40dfb0,0x40e0b0,0x4d41c0,0x4d4550	0	0	-	1	3	0	-	0x5aeec0	0x555738,0x555744,0x55577c	3	file-io@5,archive@2,memory@5,thread@4,window-input@2,time@2,other@2	1	yes	-
dismissunit	0x0041e5e0	reads-state	complete	20	53	1	1	1	1	yes	no	no	1	0	0	0	2	0x41bf10,0x41e200	0	0	-	1	0	0	-	0x5aa12c	-	0	file-io@6,archive@5,memory@6,thread@5,window-input@3,time@3,other@3	2	no	-
distractarmyorder	0x00463f10	reads-state	complete	166	519	-	0,1,2,3,4	4	4	yes	no	no	0	0	4	0	5	0x4026a0,0x404ab0,0x407620,0x45a620,0x4d4550	0	0	-	2	0	0	-	0x579458,0x5aa12c	-	0	file-io@5,archive@5,memory@6,thread@4,window-input@3,time@3,other@3	2	yes	-
distractorder	0x00463d40	reads-state	complete	141	450	-	0,1,2,3	3	3	yes	no	no	0	0	3	0	7	0x4026a0,0x404ab0,0x407550,0x45a620,0x4a51c0,0x4d4550,0x5394a0	0	0	-	3	0	0	-	0x579458,0x5aa12c,0x5ae958	-	0	file-io@5,archive@5,memory@6,thread@4,window-input@3,time@3,other@3	2	yes	-
div	0x004caf10	unknown	complete	114	378	-	0,1,2	2	2	yes	no	no	0	0	2	1	2	0x4d41c0,0x4d4550	0	0	-	0	3	0	-	-	0x54dd18,0x54dd20,0x55e1d4	1	file-io@5,archive@4,memory@5,thread@4,window-input@2,time@2,other@2	2	yes	-
donewithnewinitiates	0x00451d10	unknown	complete	11	32	1	1	1	1	yes	no	no	0	0	0	0	1	0x451a70,0x451bd0	1	0	-	0	0	0	-	-	-	0	file-io@6,archive@6,thread@5,window-input@4,time@4,other@4	4	no	-
doodad	0x004db5c0	file-or-resource-io	complete	240	667	-	0,1,2,3,4,5	5	5	yes	no	no	1	1	4	1	7	0x4026a0,0x404ab0,0x40adb0,0x41d1d0,0x491ef0,0x4d41c0,0x4d4550	0	0	-	1	2	0	-	0x5a7b50	0x572798,0x5727b4	2	file-io@5,archive@1,memory@5,thread@4,window-input@2,time@2,other@2	1	yes	-
doshrineofteleport	0x00449e20	reads-state	complete	105	334	-	0,1,2	2	2	yes	no	no	0	0	2	0	6	0x4026a0,0x404ab0,0x448f50,0x482ac0,0x4d4550,0x5394a0	0	0	-	1	0	0	-	0x5aa12c	-	0	file-io@5,archive@2,memory@6,thread@3,window-input@3,time@3,other@3	3	yes	-
dospecialbuilding	0x00449cc0	reads-state	complete	106	338	-	0,1,2	2	2	yes	no	no	0	0	2	0	6	0x4026a0,0x404ab0,0x449ab0,0x482ac0,0x4d4550,0x5394a0	0	0	-	1	0	0	-	0x5aa12c	-	0	file-io@5,archive@5,memory@6,thread@4,window-input@3,time@3,other@3	2	yes	-
drawbox	0x004d96c0	reads-state	complete	262	694	-	0,1,2,3,4,5,6,7,8	8	3	NO	no	no	6	0	2	0	8	0x4026a0,0x404ab0,0x40adb0,0x47efd0,0x491ec0,0x497270,0x4d41c0,0x4d4550	0	0	-	1	1	0	-	0x5a7b50	0x57260c	1	file-io@5,archive@4,memory@5,thread@4,window-input@2,time@2,other@2	2	yes	-
drawimpframe	0x0049c500	file-or-resource-io	complete	280	812	-	0,1,2,3,4,5,6	6	5	NO	no	no	2	0	4	0	10	0x4026a0,0x404ab0,0x40adb0,0x4753d0,0x492850,0x4d41c0,0x4d4550,0x4f2cc0,0x4f31f0,0x533864	0	1	-	2	2	0	-	0x584ae8,0x5a7b50	0x555130,0x55c8a0	2	file-io@5,archive@0,memory@5,thread@4,window-input@2,time@2,other@2	2	yes	STORM.dll!#401
drawline	0x004d91f0	reads-state	complete	237	645	-	0,1,2,3,4,5,6,7,8	8	3	NO	no	no	6	0	2	0	8	0x4026a0,0x404ab0,0x40adb0,0x47efd0,0x491ec0,0x4946d0,0x4d41c0,0x4d4550	0	0	-	1	1	0	-	0x5a7b50	0x57260c	1	file-io@5,archive@4,memory@5,thread@4,window-input@2,time@2,other@2	2	yes	-
drawobject	0x004d9480	reads-state	complete	193	574	-	0,1,2,3,4	4	4	yes	no	no	0	0	4	0	7	0x4026a0,0x404ab0,0x491c20,0x491ec0,0x4935c0,0x4d41c0,0x4d4550	0	0	-	1	3	0	-	0x5a7b50	0x55c598,0x57260c,0x572614	3	file-io@5,archive@3,memory@5,thread@4,window-input@2,time@2,other@2	2	yes	-
dropcode	0x0046ed00	reads-state	complete	21	78	0	0	0	0	yes	no	no	0	0	0	1	1	0x4d4550	0	0	-	1	0	0	-	0x583120	-	0	file-io@5,archive@5,memory@6,thread@4,window-input@3,time@3,other@3	3	no	-
dumpqueue	0x0048cf40	stub	complete	1	5	0	0	0	0	yes	no	no	0	0	0	0	0	0x51bc30	1	0	-	0	0	0	-	-	-	0	-	-	no	-
dungeondiplocallback	0x004d8880	mutates-state	complete	29	100	-	0,1	1	1	yes	no	no	0	0	1	0	1	0x4d4550	0	0	-	0	0	2	-	0x5aa1a8,0x5aa1ac	-	0	file-io@5,archive@5,memory@6,thread@4,window-input@3,time@3,other@3	0	no	-
dup	0x004c9f40	operand-only	complete	63	193	-	0,1	1	1	yes	no	no	0	0	1	2	1	0x4d4550	0	0	-	0	0	0	-	-	-	0	file-io@5,archive@5,memory@6,thread@4,window-input@3,time@3,other@3	3	no	-
editbox	0x004de6d0	file-or-resource-io	complete	212	600	-	0,1,2,3,4,5,6,7	7	3	NO	no	no	5	1	2	0	6	0x4026a0,0x404ab0,0x40adb0,0x41d1d0,0x493420,0x4d4550	0	0	-	1	0	0	-	0x5a7b50	-	0	file-io@5,archive@1,memory@6,thread@4,window-input@3,time@3,other@3	2	yes	-
editmode	0x004da3d0	reads-state	complete	4	13	0	0	0	0	yes	no	no	0	0	0	0	1	0x47b4b0	0	0	-	1	0	0	-	0x584ae8	-	0	archive@6,window-input@5,time@4,other@5	2	yes	-
emptybarterslot	0x00433590	reads-state	complete	87	249	-	0,1	1	1	yes	no	no	0	0	1	2	4	0x4026a0,0x404ab0,0x432a60,0x4d4550	0	0	-	1	0	0	-	0x584cd4	-	0	file-io@5,archive@5,memory@6,thread@4,window-input@3,time@3,other@3	3	yes	-
enableallspells	0x004f0640	mutates-state	complete	17	42	0	0	0	0	yes	no	no	0	0	0	0	1	0x4efe80	0	0	-	2	0	0	0x5aee70	0x5aee6c,0x5aee70	-	0	-	0	no	-
enablearrowkeys	0x005047b0	mutates-state	complete	2	11	0	0	0	0	yes	no	no	0	0	0	0	0	-	0	0	-	0	0	1	-	0x5a79e0	-	0	-	0	no	-
enablehotkeys	0x004b2fd0	mutates-state	complete	2	11	0	0	0	0	yes	no	no	0	0	0	0	0	-	0	0	-	0	0	1	-	0x584cd0	-	0	-	0	no	-
enablemap	0x00486b30	mutates-state	complete	2	11	0	0	0	0	yes	no	no	0	0	0	0	0	-	0	0	-	0	0	1	-	0x5af180	-	0	-	0	no	-
enablescriptwindow	0x005043d0	mutates-state	complete	2	11	0	0	0	0	yes	no	no	0	0	0	0	0	-	0	0	-	0	0	1	-	0x584d64	-	0	-	0	no	-
enablespell	0x004f0590	reads-state	complete	53	167	-	0,1	1	1	yes	no	no	0	0	1	0	3	0x4d4550,0x4efe80,0x5394a0	0	0	-	1	0	0	-	0x5aee6c	-	0	file-io@5,archive@5,memory@6,thread@4,window-input@3,time@3,other@3	3	yes	-
encodebarter	0x00433380	unknown	complete	174	526	-	0,1,2,3,4	4	4	yes	no	no	0	0	4	1	4	0x4026a0,0x404ab0,0x432ae0,0x4d4550	0	0	-	0	0	0	-	-	-	0	file-io@5,archive@5,memory@6,thread@4,window-input@3,time@3,other@3	3	no	-
end	0x004ca110	unknown	complete	26	74	0	0	0	0	yes	no	no	0	0	0	0	2	0x4d41c0,0x4d4550	0	0	-	0	1	0	-	-	0x55e1b0	1	file-io@5,archive@4,memory@5,thread@4,window-input@2,time@2,other@2	2	yes	-
endcombatproc	0x004e33c0	mutates-state	complete	29	100	-	0,1	1	1	yes	no	no	0	0	1	0	1	0x4d4550	0	0	-	0	0	2	-	0x5a7c44,0x5a7c48	-	0	file-io@5,archive@5,memory@6,thread@4,window-input@3,time@3,other@3	0	no	-
