name	entry_point	behaviour	boundary	instructions	decoded_extent_bytes	arity	arity_candidates	nominal_arity	declared_arity	arity_agrees	loop_carried_operands	operand_state_cap_hit	helper_pops	helper_pushes	inline_pops	inline_pushes	calls	call_targets	tail_calls	indirect_calls	virtual_call_slots	globals_read	constant_refs	globals_written	pointer_write_addresses	global_addresses	constant_addresses	string_refs	import_kinds_at_depth	state_write_depth	calls_mutating_method	direct_imports
getspellname	0x004f1960	reads-state	complete	87	257	-	0,1	1	1	yes	no	no	0	0	1	2	5	0x4026a0,0x404ab0,0x4d41c0,0x4d4550,0x4efe80	0	0	-	2	1	0	-	0x573238,0x5aee6c	0x57323c	1	file-io@5,archive@4,memory@5,thread@4,window-input@2,time@2,other@2	2	yes	-
getspritelocation	0x004e0270	reads-state	complete	71	223	-	0,1	1	1	yes	no	no	0	0	1	1	4	0x4d41c0,0x4d4550,0x4f6000,0x5394a0	0	0	-	1	1	0	-	0x5ae974	0x572584	1	file-io@5,archive@4,memory@5,thread@4,window-input@2,time@2,other@2	2	yes	-
getspritescreenx	0x004d9c60	reads-state	complete	71	223	-	0,1	1	1	yes	no	no	0	0	1	1	4	0x4d41c0,0x4d4550,0x4f6000,0x5394a0	0	0	-	1	1	0	-	0x5ae974	0x572584	1	file-io@5,archive@4,memory@5,thread@4,window-input@2,time@2,other@2	2	yes	-
getspritescreeny	0x004d9d40	reads-state	complete	71	223	-	0,1	1	1	yes	no	no	0	0	1	1	4	0x4d41c0,0x4d4550,0x4f6000,0x5394a0	0	0	-	1	1	0	-	0x5ae974	0x572584	1	file-io@5,archive@4,memory@5,thread@4,window-input@2,time@2,other@2	2	yes	-
getstartingline	0x00497ee0	unknown	complete	36	117	1	1	1	1	yes	no	no	0	0	0	1	4	0x497dc0,0x498040,0x4d41c0,0x4d4550	0	0	-	0	1	0	-	-	0x55c6f4	1	file-io@5,archive@4,memory@5,thread@4,window-input@2,time@2,other@2	2	yes	-
getsubdueproc	0x004e37e0	reads-state	complete	21	79	0	0	0	0	yes	no	no	0	0	0	1	1	0x4d4550	0	0	-	2	0	0	-	0x5a7d5c,0x5a7d60	-	0	file-io@5,archive@5,memory@6,thread@4,window-input@3,time@3,other@3	3	no	-
gettemppath	0x005053f0	reads-state	complete	21	77	0	0	0	0	yes	no	no	0	0	0	1	1	0x4d4550	0	0	-	1	0	0	-	0x5d1f90	-	0	file-io@5,archive@5,memory@6,thread@4,window-input@3,time@3,other@3	3	yes	-
gettempsavegamefilename	0x004e69a0	file-or-resource-io	complete	24	86	0	0	0	0	yes	no	no	0	0	0	1	2	0x4d4550,0x505110	0	0	-	1	0	0	-	0x584ae8	-	0	file-io@1,archive@5,memory@6,thread@4,window-input@3,time@3,other@3	3	yes	-
getterrain	0x004e1340	reads-state	complete	102	316	-	0,1,2	2	2	yes	no	no	0	0	2	1	5	0x4026a0,0x404ab0,0x4a5240,0x4d4550,0x508f10	0	0	-	2	0	0	-	0x5ae958,0x5aea30	-	0	file-io@5,archive@5,memory@6,thread@4,window-input@3,time@3,other@3	3	yes	-
getterrainspriteaileavealone	0x0050ea30	unknown	complete	38	122	1	1	1	1	yes	no	no	0	0	0	1	3	0x4d4550,0x50c7f0,0x50cd20	0	0	-	0	0	0	-	-	-	0	file-io@5,archive@5,memory@6,thread@4,window-input@3,time@3,other@3	3	no	-
getterrainspritebartervalueproc	0x005100f0	reads-state	complete	21	79	0	0	0	0	yes	no	no	0	0	0	1	1	0x4d4550	0	0	-	2	0	0	-	0x5d2d48,0x5d2d4c	-	0	file-io@5,archive@5,memory@6,thread@4,window-input@3,time@3,other@3	3	no	-
getterrainspritebrain	0x004edb60	reads-state	complete	21	79	0	0	0	0	yes	no	no	0	0	0	1	1	0x4d4550	0	0	-	2	0	0	-	0x584730,0x584734	-	0	file-io@5,archive@5,memory@6,thread@4,window-input@3,time@3,other@3	3	no	-
getterrainspritechangeownershipproc	0x0050f090	reads-state	complete	21	79	0	0	0	0	yes	no	no	0	0	0	1	1	0x4d4550	0	0	-	2	0	0	-	0x5d2d40,0x5d2d44	-	0	file-io@5,archive@5,memory@6,thread@4,window-input@3,time@3,other@3	3	no	-
getterrainspritedeltaproc	0x0050ed90	reads-state	complete	21	79	0	0	0	0	yes	no	no	0	0	0	1	1	0x4d4550	0	0	-	2	0	0	-	0x5d2d00,0x5d2d04	-	0	file-io@5,archive@5,memory@6,thread@4,window-input@3,time@3,other@3	3	no	-
getterrainspritedoorwaystatus	0x005109f0	unknown	complete	30	100	1	1	1	1	yes	no	no	0	0	0	1	2	0x4d4550,0x50cd20	0	0	-	0	0	0	-	-	-	0	file-io@5,archive@5,memory@6,thread@4,window-input@3,time@3,other@3	3	no	-
getterrainspriteenterspriteflag	0x0050eb80	unknown	complete	32	106	1	1	1	1	yes	no	no	0	0	0	1	2	0x4d4550,0x50cd20	0	0	-	0	0	0	-	-	-	0	file-io@5,archive@5,memory@6,thread@4,window-input@3,time@3,other@3	3	no	-
getterrainspriteflagoverride	0x00510b90	unknown	complete	54	169	1	1	1	1	yes	no	no	0	0	0	2	2	0x4d4550,0x50cd20	0	0	-	0	0	0	-	-	-	0	file-io@5,archive@5,memory@6,thread@4,window-input@3,time@3,other@3	3	no	-
getterrainspritelocation	0x0050e550	reads-state	complete	85	251	-	0,1	1	1	yes	no	no	0	0	1	2	5	0x4026a0,0x404ab0,0x482ac0,0x4d41c0,0x4d4550	0	0	-	1	1	0	-	0x5aa12c	0x573af4	1	file-io@5,archive@4,memory@5,thread@4,window-input@2,time@2,other@2	2	yes	-
getterrainspritemapfileproc	0x0050ef10	reads-state	complete	21	79	0	0	0	0	yes	no	no	0	0	0	1	1	0x4d4550	0	0	-	2	0	0	-	0x5d2cf8,0x5d2cfc	-	0	file-io@5,archive@5,memory@6,thread@4,window-input@3,time@3,other@3	3	no	-
getterrainspriteowner	0x0050e7c0	reads-state	complete	85	251	-	0,1	1	1	yes	no	no	0	0	1	2	5	0x4026a0,0x404ab0,0x482ac0,0x4d41c0,0x4d4550	0	0	-	1	1	0	-	0x5aa12c	0x573af4	1	file-io@5,archive@4,memory@5,thread@4,window-input@2,time@2,other@2	2	yes	-
getterrainspriteprocid	0x004ed400	reads-state	complete	81	234	-	0,1	1	1	yes	no	no	0	0	1	2	4	0x4026a0,0x404ab0,0x482ac0,0x4d4550	0	0	-	1	0	0	-	0x5aa12c	-	0	file-io@5,archive@5,memory@6,thread@4,window-input@3,time@3,other@3	3	yes	-
getterrainspritescenarioenterproc	0x0050f150	reads-state	complete	21	79	0	0	0	0	yes	no	no	0	0	0	1	1	0x4d4550	0	0	-	2	0	0	-	0x5d2cf0,0x5d2cf4	-	0	file-io@5,archive@5,memory@6,thread@4,window-input@3,time@3,other@3	3	no	-
getterrainspritesetupprocproc	0x0050efd0	reads-state	complete	21	79	0	0	0	0	yes	no	no	0	0	0	1	1	0x4d4550	0	0	-	2	0	0	-	0x5d2d08,0x5d2d0c	-	0	file-io@5,archive@5,memory@6,thread@4,window-input@3,time@3,other@3	3	no	-
getterrainspritetilesetproc	0x0050ee50	reads-state	complete	21	79	0	0	0	0	yes	no	no	0	0	0	1	1	0x4d4550	0	0	-	2	0	0	-	0x5d2d58,0x5d2d5c	-	0	file-io@5,archive@5,memory@6,thread@4,window-input@3,time@3,other@3	3	no	-
getterrainspritetype	0x0050e310	reads-state	complete	85	251	-	0,1	1	1	yes	no	no	0	0	1	2	5	0x4026a0,0x404ab0,0x482ac0,0x4d41c0,0x4d4550	0	0	-	1	1	0	-	0x5aa12c	0x573af4	1	file-io@5,archive@4,memory@5,thread@4,window-input@2,time@2,other@2	2	yes	-
getterrainspritetypedata	0x0050e010	reads-state	complete	101	308	-	0,1,2	2	2	yes	no	no	0	0	2	0	5	0x4b0ee0,0x4d41c0,0x4d4550,0x50dff0,0x5394a0	0	0	-	1	1	0	-	0x5cd304	0x573ad8	1	file-io@5,archive@4,memory@5,thread@4,window-input@2,time@2,other@2	2	yes	-
getterrainspriteuserbitflag	0x0050fad0	reads-state	complete	151	412	-	0,1,2	2	2	yes	no	no	0	0	2	3	4	0x4026a0,0x404ab0,0x482ac0,0x4d4550	0	0	-	1	0	0	-	0x5aa12c	-	0	file-io@5,archive@5,memory@6,thread@4,window-input@3,time@3,other@3	3	yes	-
getterraintypename	0x004df260	reads-state	complete	85	265	-	0,1	1	1	yes	no	no	0	0	1	2	5	0x404ab0,0x4d41c0,0x4d4550,0x508f70,0x5394a0	0	0	-	2	1	0	-	0x579274,0x5aea30	0x572950	1	file-io@5,archive@4,memory@5,thread@4,window-input@2,time@2,other@2	2	yes	-
gettickcount	0x004e3c00	operand-only	complete	21	78	0	0	0	0	yes	no	no	0	0	0	1	1	0x4d4550	0	0	-	0	0	0	-	-	-	0	file-io@5,archive@5,memory@6,thread@4,window-input@3,time@0,other@3	3	no	KERNEL32.dll!GetTickCount
gettotallines	0x00498130	unknown	complete	29	99	1	1	1	1	yes	no	no	0	0	0	1	3	0x497940,0x498040,0x4d4550	0	0	-	0	0	0	-	-	-	0	file-io@5,archive@5,memory@6,thread@4,window-input@3,time@3,other@3	3	no	-
gettreaty	0x0050a820	unknown	complete	138	407	-	0,1,2	2	2	yes	no	no	0	0	2	1	4	0x4026a0,0x404ab0,0x4d41c0,0x4d4550	0	0	-	0	2	0	-	-	0x573954,0x573970	2	file-io@5,archive@4,memory@5,thread@4,window-input@2,time@2,other@2	2	yes	-
getturnaibrain	0x0051d430	unknown	complete	105	301	-	0,1	1	1	yes	no	no	0	0	1	2	4	0x4026a0,0x404ab0,0x4d41c0,0x4d4550	0	0	-	0	2	0	-	-	0x55b488,0x573e54	2	file-io@5,archive@4,memory@5,thread@4,window-input@2,time@2,other@2	2	yes	-
getturnaidict	0x00521b40	unknown	complete	105	302	-	0,1	1	1	yes	no	no	0	0	1	2	4	0x4026a0,0x404ab0,0x4d41c0,0x4d4550	0	0	-	0	2	0	-	-	0x55b488,0x573e54	2	file-io@5,archive@4,memory@5,thread@4,window-input@2,time@2,other@2	2	yes	-
getunitdata	0x0041c5a0	unknown	complete	68	200	-	0,1,2	2	2	yes	no	no	1	0	1	0	4	0x41bf10,0x41dcc0,0x4d4550,0x5394a0	0	0	-	0	0	0	-	-	-	0	file-io@5,archive@5,memory@6,thread@4,window-input@3,time@3,other@3	3	no	-
getuniteffectivedata	0x00528620	unknown	complete	151	461	-	0,1,2	2	2	yes	no	no	1	0	1	4	8	0x4026a0,0x404ab0,0x41bf10,0x4d41c0,0x4d4550,0x522000,0x527e90,0x527fa0	0	0	-	0	1	0	-	-	0x556604	1	file-io@5,archive@4,memory@5,thread@4,window-input@2,time@2,other@2	2	yes	-
getunitfate	0x0042fe70	reads-state	complete	134	403	-	0,1,2	2	2	yes	no	no	0	0	2	2	5	0x4026a0,0x404ab0,0x42f480,0x4d41c0,0x4d4550	0	0	-	1	2	0	-	0x5adc50	0x555f08,0x555f20	2	file-io@5,archive@4,memory@5,thread@4,window-input@2,time@2,other@2	2	yes	-
getunitflag	0x00467a80	unknown	complete	140	441	-	0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15	-	2	yes	yes	yes	0	0	2	1	4	0x4026a0,0x404ab0,0x4d4550,0x5394a0	0	0	-	0	0	0	-	-	-	0	file-io@5,archive@5,memory@6,thread@4,window-input@3,time@3,other@3	3	no	-
getunithitpoints	0x0052a180	mutates-state	complete	39	130	1	1	1	1	yes	no	no	1	0	0	1	3	0x41bf10,0x4d4550,0x521fc0	0	0	-	1	0	0	0x5a7b78	0x5a7b78	-	0	file-io@5,archive@5,memory@6,thread@4,window-input@3,time@3,other@3	0	no	-
getunithitpointsandmax	0x0052a490	unknown	complete	66	210	1	1	1	1	yes	no	no	1	0	0	2	3	0x41bf10,0x4d4550,0x522000	0	0	-	0	0	0	-	-	-	0	file-io@5,archive@5,memory@6,thread@4,window-input@3,time@3,other@3	3	no	-
getunitindex	0x0052fb30	reads-state	complete	57	169	-	0,1	1	1	yes	no	no	1	0	0	2	3	0x41be40,0x4d41c0,0x4d4550	0	0	-	2	1	0	-	0x5a7d8c,0x5a8078	0x5743c4	1	file-io@5,archive@4,memory@5,thread@4,window-input@2,time@2,other@2	2	yes	-
getunitleftartifact	0x0042ca40	operand-only	complete	58	156	1	1	1	1	yes	no	no	1	0	0	2	3	0x41bf10,0x428c10,0x4d4550	0	0	-	0	0	0	-	-	-	0	file-io@5,archive@5,memory@6,thread@4,window-input@3,time@3,other@3	3	no	-
getunitlevel	0x004e7cd0	reads-state	complete	151	457	-	0,1,2,3	3	3	yes	no	no	0	0	2	1	6	0x4026a0,0x404ab0,0x485080,0x4d41c0,0x4d4550,0x5228b0	0	0	-	2	3	0	-	0x572aa4,0x5aa12c	0x555960,0x572864,0x572ac0	3	file-io@5,archive@4,memory@5,thread@4,window-input@2,time@2,other@0	1	yes	KERNEL32.dll!OutputDebugStringA
getunitlevelrange	0x0052a090	mutates-state	complete	72	239	-	1,3	3	3	yes	no	no	1	0	0	2	4	0x41bf10,0x4852e0,0x4d4550,0x529e40	0	0	-	2	0	0	0x5a7b78	0x5a7b78,0x5aa12c	-	0	file-io@5,archive@4,memory@6,thread@4,window-input@3,time@2,other@3	0	yes	-
getunitmana	0x0044c340	unknown	complete	81	225	1	1	1	1	yes	no	no	1	0	0	3	4	0x41bf10,0x4d4550,0x529140,0x529180	0	0	-	0	0	0	-	-	-	0	file-io@5,archive@5,memory@6,thread@4,window-input@3,time@3,other@3	3	no	-
getunitmovementpoints	0x0052a210	mutates-state	complete	38	125	1	1	1	1	yes	no	no	1	0	0	1	2	0x41bf10,0x4d4550	0	0	-	1	0	0	0x5a7b78	0x5a7b78	-	0	file-io@5,archive@5,memory@6,thread@4,window-input@3,time@3,other@3	0	no	-
getunitname	0x0044bde0	operand-only	complete	37	119	1	1	1	1	yes	no	no	1	0	0	1	2	0x41bf10,0x4d4550	0	0	-	0	0	0	-	-	-	0	file-io@5,archive@5,memory@6,thread@4,window-input@3,time@3,other@3	3	no	-
getunitrightartifact	0x0042cae0	operand-only	complete	58	156	1	1	1	1	yes	no	no	1	0	0	2	3	0x41bf10,0x428c40,0x4d4550	0	0	-	0	0	0	-	-	-	0	file-io@5,archive@5,memory@6,thread@4,window-input@3,time@3,other@3	3	no	-
getunittypecodecount	0x005245b0	reads-state	complete	120	360	-	0,1,2	2	2	yes	no	no	0	0	2	2	5	0x4026a0,0x404ab0,0x4d41c0,0x4d4550,0x524300	0	0	-	1	1	0	-	0x5cd2ec	0x574110	1	file-io@5,archive@4,memory@5,thread@4,window-input@2,time@2,other@2	2	yes	-
getunittypecount	0x005243e0	reads-state	complete	154	454	-	0,1,2	2	2	yes	no	no	0	0	2	3	4	0x4026a0,0x404ab0,0x4d41c0,0x4d4550	0	0	-	2	2	0	-	0x5cd2f0,0x5cd2f4	0x574110,0x574120	2	file-io@5,archive@4,memory@5,thread@4,window-input@2,time@2,other@2	2	yes	-
getunittypedata	0x00524a20	reads-state	complete	109	313	-	0,1,2	2	2	yes	no	no	0	0	2	0	5	0x4026a0,0x404ab0,0x4d41c0,0x4d4550,0x4d61e0	0	0	-	3	1	0	-	0x5cd2f0,0x5cd2f4,0x5d2f10	0x574168	1	file-io@5,archive@4,memory@5,thread@4,window-input@2,time@2,other@2	2	yes	-
getunittypeeffectivedata	0x0052a710	mutates-state	complete	293	943	-	1,2,3,4,5	5	1	NO	no	no	5	5	0	3	18	0x4026a0,0x404ab0,0x40adb0,0x4116b0,0x4163a0,0x41d1d0,0x483be0,0x4a7d50,0x4d09a0,0x4d41c0,0x4d4550,0x522000,0x526e40,0x526e90,0x527e90,0x527fa0,0x529200,0x533864	0	1	-	7	3	1	-	0x555ec8,0x555ee4,0x584ae0,0x5a7b78,0x5a7cf4,0x5a7cf8,0x5aa12c,0x5ae958	0x555130,0x556604,0x5742f4	3	file-io@5,archive@0,memory@5,thread@4,window-input@2,time@2,other@0	0	yes	KERNEL32.dll!OutputDebugStringA,STORM.dll!#401
getunittypeeffectivedata_level	0x0052adc0	mutates-state	complete	214	705	-	1,2,3,4,5	5	2	NO	no	no	4	0	0	3	14	0x4026a0,0x404ab0,0x40adb0,0x4116b0,0x4163a0,0x483be0,0x4a7d50,0x4d41c0,0x4d4550,0x5228b0,0x526e40,0x526e90,0x529200,0x533864	0	1	-	5	2	1	0x5a7b78	0x555ec8,0x555ee4,0x584ae0,0x5a7b78,0x5aa12c,0x5ae958	0x555130,0x5742f4	2	file-io@5,archive@0,memory@5,thread@4,window-input@2,time@2,other@0	0	yes	KERNEL32.dll!OutputDebugStringA,STORM.dll!#401
getunittypeeffectivedata_levelrange	0x0052aac0	mutates-state	complete	228	755	-	1,2,3,4,6	6	3	NO	no	no	4	6	0	2	15	0x4026a0,0x404ab0,0x40adb0,0x4116b0,0x4163a0,0x41d1d0,0x483be0,0x4a7d50,0x4d41c0,0x4d4550,0x526e40,0x526e90,0x529200,0x529e40,0x533864	0	1	-	5	2	1	0x5a7b78	0x555ec8,0x555ee4,0x584ae0,0x5a7b78,0x5aa12c,0x5ae958	0x555130,0x5742f4	2	file-io@5,archive@0,memory@5,thread@4,window-input@2,time@2,other@0	0	yes	KERNEL32.dll!OutputDebugStringA,STORM.dll!#401
getunittypelevelrange	0x00529ca0	mutates-state	complete	124	403	-	0,1,2,3,4	4	4	yes	no	no	0	0	2	2	4	0x4026a0,0x404ab0,0x4d4550,0x529a90	0	0	-	2	0	0	0x5a7b78	0x5a7b78,0x5aa12c	-	0	file-io@5,archive@4,memory@6,thread@4,window-input@3,time@2,other@3	0	yes	-
getunittypesound	0x00525660	reads-state	complete	139	406	-	0,1,2	2	2	yes	no	no	0	0	2	2	4	0x4026a0,0x404ab0,0x4d41c0,0x4d4550	0	0	-	2	1	0	-	0x5cd2f0,0x5cd2f4	0x5741cc	1	file-io@5,archive@4,memory@5,thread@4,window-input@2,time@2,other@2	2	yes	-
getunittypeterraincost	0x00525ce0	reads-state	complete	139	404	-	0,1,2	2	2	yes	no	no	0	0	2	2	4	0x4026a0,0x404ab0,0x4d41c0,0x4d4550	0	0	-	2	1	0	-	0x5cd2f0,0x5cd2f4	0x574278	1	file-io@5,archive@4,memory@5,thread@4,window-input@2,time@2,other@2	2	yes	-
getunittypeterraindelay	0x005259a0	reads-state	complete	139	404	-	0,1,2	2	2	yes	no	no	0	0	2	2	4	0x4026a0,0x404ab0,0x4d41c0,0x4d4550	0	0	-	2	1	0	-	0x5cd2f0,0x5cd2f4	0x574220	1	file-io@5,archive@4,memory@5,thread@4,window-input@2,time@2,other@2	2	yes	-
getuseddrawblt	0x004da350	reads-state	complete	23	81	0	0	0	0	yes	no	no	0	0	0	1	1	0x4d4550	0	0	-	1	0	0	-	0x5d20bc	-	0	file-io@5,archive@5,memory@6,thread@4,window-input@3,time@3,other@3	3	no	-
getuserproc	0x004e1eb0	reads-state	complete	70	223	-	0,1	1	1	yes	no	no	0	0	1	1	3	0x4d41c0,0x4d4550,0x5394a0	0	0	-	2	1	0	-	0x5a7bc4,0x5a7bc8	0x572a00	1	file-io@5,archive@4,memory@5,thread@4,window-input@2,time@2,other@2	2	yes	-
getvirtualarmyid	0x0044e0a0	reads-state	complete	22	80	0	0	0	0	yes	no	no	0	0	0	1	1	0x4d4550	0	0	-	1	0	0	-	0x5869f4	-	0	file-io@5,archive@5,memory@6,thread@4,window-input@3,time@3,other@3	3	no	-
getvirtualartifactid	0x0044e320	reads-state	complete	59	194	-	0,1	1	1	yes	no	no	0	0	1	1	2	0x4d4550,0x5394a0	0	0	-	1	0	0	-	0x586d64	-	0	file-io@5,archive@5,memory@6,thread@4,window-input@3,time@3,other@3	3	no	-
getvirtualgreattemple	0x0044d8c0	reads-state	complete	21	78	0	0	0	0	yes	no	no	0	0	0	1	1	0x4d4550	0	0	-	1	0	0	-	0x586a38	-	0	file-io@5,archive@5,memory@6,thread@4,window-input@3,time@3,other@3	3	no	-
getvirtualresources	0x0044da40	reads-state	complete	71	242	-	0,1	1	1	yes	no	no	0	0	1	1	2	0x4d4550,0x5394a0	0	0	-	4	0	0	-	0x586a3c,0x586a40,0x586a44,0x586a48	-	0	file-io@5,archive@5,memory@6,thread@4,window-input@3,time@3,other@3	3	no	-
getvirtualspellid	0x0044e590	reads-state	complete	112	364	-	0,1,2	2	2	yes	no	no	0	0	2	1	4	0x4026a0,0x404ab0,0x4d4550,0x5394a0	0	0	-	1	0	0	-	0x586f44	-	0	file-io@5,archive@5,memory@6,thread@4,window-input@3,time@3,other@3	3	no	-
getvirtualspellknowledge	0x0044dc70	reads-state	complete	84	254	-	0,1	1	1	yes	no	no	0	0	1	2	3	0x404ab0,0x4d4550,0x5394a0	0	0	-	1	0	0	-	0x586a4c	-	0	file-io@5,archive@5,memory@6,thread@4,window-input@3,time@3,other@3	3	no	-
getvirtualstronghold	0x0044d7a0	reads-state	complete	21	78	0	0	0	0	yes	no	no	0	0	0	1	1	0x4d4550	0	0	-	1	0	0	-	0x586a34	-	0	file-io@5,archive@5,memory@6,thread@4,window-input@3,time@3,other@3	3	no	-
getvirtualunitspot	0x0044d600	reads-state	complete	59	194	-	0,1	1	1	yes	no	no	0	0	1	1	2	0x4d4550,0x5394a0	0	0	-	1	0	0	-	0x5869f8	-	0	file-io@5,archive@5,memory@6,thread@4,window-input@3,time@3,other@3	3	no	-
getvisiblelines	0x004981a0	unknown	complete	29	99	1	1	1	1	yes	no	no	0	0	0	1	3	0x498040,0x498110,0x4d4550	0	0	-	0	0	0	-	-	-	0	file-io@5,archive@5,memory@6,thread@4,window-input@3,time@3,other@3	3	no	-
getwaitforblank	0x004da150	reads-state	complete	21	78	0	0	0	0	yes	no	no	0	0	0	1	1	0x4d4550	0	0	-	1	0	0	-	0x5d20b4	-	0	file-io@5,archive@5,memory@6,thread@4,window-input@3,time@3,other@3	3	no	-
getwalkheight	0x00458990	reads-state	complete	26	95	0	0	0	0	yes	no	no	0	0	0	1	1	0x4d4550	0	0	-	1	0	0	-	0x5ae93c	-	0	file-io@5,archive@5,memory@6,thread@4,window-input@3,time@3,other@3	3	no	-
getwalkpathpixels	0x00459a90	reads-state	complete	21	78	0	0	0	0	yes	no	no	0	0	0	1	1	0x4d4550	0	0	-	1	0	0	-	0x5ae944	-	0	file-io@5,archive@5,memory@6,thread@4,window-input@3,time@3,other@3	3	no	-
getwallheight	0x00458ab0	reads-state	complete	26	95	0	0	0	0	yes	no	no	0	0	0	1	1	0x4d4550	0	0	-	1	0	0	-	0x5ae940	-	0	file-io@5,archive@5,memory@6,thread@4,window-input@3,time@3,other@3	3	no	-
getwallpathpixels	0x00459ae0	reads-state	complete	21	78	0	0	0	0	yes	no	no	0	0	0	1	1	0x4d4550	0	0	-	1	0	0	-	0x5ae948	-	0	file-io@5,archive@5,memory@6,thread@4,window-input@3,time@3,other@3	3	no	-
getwinningarmy	0x00460ac0	reads-state	complete	55	168	0	0	0	0	yes	no	no	0	0	0	2	2	0x4d4550,0x50b9a0	0	2	0x5aa78c+0x3c,0x5aad68+0x3c	7	0	0	-	0x5aa12c,0x5aa78c,0x5aa78c,0x5aa7b4,0x5aad68,0x5aad68,0x5aad90	-	0	file-io@5,archive@5,memory@6,thread@4,window-input@3,time@3,other@3	3	yes	-
getxrot	0x0046b5d0	reads-state	complete	26	95	0	0	0	0	yes	no	no	0	0	0	1	1	0x4d4550	0	0	-	1	0	0	-	0x587718	-	0	file-io@5,archive@5,memory@6,thread@4,window-input@3,time@3,other@3	3	no	-
getxywhdata	0x004dde50	reads-state	complete	155	429	-	0,1	1	1	yes	no	no	0	2	1	6	5	0x4026a0,0x404ab0,0x41d1d0,0x492910,0x4d41c0	0	0	-	1	1	0	-	0x5a7b50	0x57289c	1	file-io@6,archive@4,memory@5,thread@4,window-input@2,time@2,other@2	2	yes	-
getyrot	0x0046b630	reads-state	complete	26	95	0	0	0	0	yes	no	no	0	0	0	1	1	0x4d4550	0	0	-	1	0	0	-	0x58771c	-	0	file-io@5,archive@5,memory@6,thread@4,window-input@3,time@3,other@3	3	no	-
getzoommode	0x004e4000	reads-state	complete	23	86	0	0	0	0	yes	no	no	0	0	0	1	1	0x4d4550	0	0	-	2	0	0	-	0x5a7d8c,0x5a8078	-	0	file-io@5,archive@5,memory@6,thread@4,window-input@3,time@3,other@3	3	no	-
getzrot	0x0046b690	reads-state	complete	26	95	0	0	0	0	yes	no	no	0	0	0	1	1	0x4d4550	0	0	-	1	0	0	-	0x587720	-	0	file-io@5,archive@5,memory@6,thread@4,window-input@3,time@3,other@3	3	no	-
givebuilding	0x00446260	reads-state	complete	147	421	-	0,1,2,3	3	3	yes	no	no	0	0	3	0	6	0x4026a0,0x404ab0,0x44f2a0,0x482ac0,0x4d41c0,0x4d4550	0	0	-	1	1	0	-	0x5aa12c	0x556824	1	file-io@5,archive@2,memory@5,thread@4,window-input@2,time@2,other@2	1	yes	-
gp2ui	0x004e8a40	unknown	complete	118	375	-	0,1,2,3	3	3	yes	no	no	1	0	2	1	6	0x4026a0,0x404ab0,0x41be40,0x4d4550,0x4e74a0,0x5394a0	0	0	-	0	0	0	-	-	-	0	file-io@5,archive@5,memory@6,thread@4,window-input@3,time@3,other@3	2	no	-
grantintelspellknowledge	0x004a0830	unknown	complete	159	455	-	0,1,2,3	3	3	yes	no	no	0	0	3	0	5	0x4026a0,0x404ab0,0x4bef40,0x4d41c0,0x4d4550	0	0	-	0	2	0	-	-	0x55c8e0,0x55c908	2	file-io@5,archive@4,memory@5,thread@4,window-input@2,time@2,other@2	2	yes	-
grantplayerknowledgeaboutartifact	0x004a1140	reads-state	complete	104	311	-	0,1,2	2	2	yes	no	no	0	0	2	0	3	0x4a0b70,0x4d4550,0x5394a0	0	0	-	1	0	0	-	0x5aa12c	-	0	file-io@5,archive@5,memory@6,thread@4,window-input@3,time@3,other@3	3	yes	-
grantplayerknowledgeaboutspell	0x004a1000	reads-state	complete	104	311	-	0,1,2	2	2	yes	no	no	0	0	2	0	3	0x4a0ca0,0x4d4550,0x5394a0	0	0	-	1	0	0	-	0x5aa12c	-	0	file-io@5,archive@5,memory@6,thread@4,window-input@3,time@3,other@3	3	yes	-
grantspellknowledge	0x004bf190	unknown	complete	62	188	-	0,1,2	2	2	yes	no	no	1	0	1	0	4	0x4bdce0,0x4bef40,0x4d4550,0x5394a0	0	0	-	0	0	0	-	-	-	0	file-io@5,archive@5,memory@6,thread@4,window-input@3,time@3,other@3	3	no	-
griddistance	0x004e5f00	reads-state	complete	111	358	-	0,1,2	2	2	yes	no	no	0	0	2	1	5	0x4026a0,0x404ab0,0x4a8960,0x4d4550,0x5394a0	0	0	-	1	0	0	-	0x5ae958	-	0	file-io@5,archive@5,memory@6,thread@4,window-input@3,time@3,other@3	3	yes	-
gschecksumoff	0x004d6cf0	mutates-state	complete	2	11	0	0	0	0	yes	no	no	0	0	0	0	0	-	0	0	-	0	0	1	-	0x584600	-	0	-	0	no	-
gschecksumon	0x004d6ce0	mutates-state	complete	2	11	0	0	0	0	yes	no	no	0	0	0	0	0	-	0	0	-	0	0	1	-	0x584600	-	0	-	0	no	-
gt	0x004cb690	floating-point	complete	108	342	-	0,1,2	2	2	yes	no	no	0	0	2	1	1	0x4d4550	0	0	-	0	1	0	-	-	0x54dd18	0	file-io@5,archive@5,memory@6,thread@4,window-input@3,time@3,other@3	3	no	-
handlecombatgroupkey	0x00530990	reads-state	complete	52	170	-	0,1	1	1	yes	no	no	0	0	1	0	3	0x4d4550,0x5305b0,0x5394a0	0	0	-	2	0	0	-	0x5a7d8c,0x5a7d90	-	0	file-io@5,archive@3,memory@6,thread@4,window-input@3,time@2,other@3	1	yes	-
